state;city;postal_code;open_p50;open_p95;close_p50;close_p95
ON;Pickering;L1W 4B9;57600.0;73800.0;547200.0;547200.0
QC;Montreal;H2X 1X8;280800.0;280800.0;324000.0;324000.0
ON;Toronto;M1R 2Y3;243000.0;289980.0;361800.0;408780.0
AZ;Gilbert;82595;194400.0;194400.0;410400.0;410400.0
ON;Toronto;M4S 2H3;201600.0;201600.0;403200.0;403200.0
ON;Toronto;M5S 1H5;302400.0;302400.0;302400.0;302400.0
ON;Whitby;L1N 9L4;262800.0;671039.9999999999;342000.0;367920.0
ON;Newmarket;L3Y 8T3;291600.0;291600.0;313200.0;313200.0
ON;Toronto;M5E 1X1;262800.0;262800.0;342000.0;342000.0
PA;Elizabeth Township;15037;291600.0;291600.0;313200.0;313200.0
QC;Montréal;H2J 2J2;151200.0;345240.0;453600.0;511200.0
ON;Toronto;M6K 1E2;255600.0;255600.0;349200.0;349200.0
ON;Mississauga;L5R 3T2;342000.0;452250.0;262800.0;340920.0
ON;Toronto;M5V 3V9;180000.0;180000.0;424800.0;424800.0
ON;Toronto;M4L 3B6;219600.0;360360.0;385200.0;475379.99999999994
ON;Toronto;M4M 1N8;144000.0;144000.0;460800.0;460800.0
AB;Calgary;T2P 0Z5;174600.0;174600.0;430200.0;430200.0
ON;Toronto;M1S 1T9;277200.0;277200.0;327600.0;327600.0
ON;Toronto;M4C 1E9;201600.0;201600.0;403200.0;403200.0
QC;Dollard-des-Ormeaux;H9G 1X2;156600.0;410399.99999999994;448200.0;497880.0
QC;Saint-Lambert;J4V 1L9;684000.0;684000.0;-79200.0;-79200.0
ON;Toronto;M3H 2V7;250200.0;380520.0;354600.0;429839.99999999994
ON;Newmarket;L3Y 0C1;253800.0;279720.0;351000.0;456300.0
ON;Nobleton;L0G 1N0;288000.0;363600.0;316800.0;402480.0
ON;Mississauga;L5L 3R8;347400.0;699839.9999999997;257400.0;431639.9999999999
ON;Toronto;M1B 2W3;300600.0;300600.0;304200.0;304200.0
OH;Brook Park;44135;383400.0;383400.0;221400.0;221400.0
ON;Toronto;M6E 1A4;189900.0;333449.99999999994;414900.0;492660.0
ON;Concord;L4K 4Z8;252000.0;252000.0;352800.0;352800.0
ON;Toronto;M4K 2B9;180000.0;180000.0;424800.0;424800.0
ON;Toronto;M2H 2N5;302400.0;347759.99999999994;302400.0;438479.99999999994
ON;Toronto;M5H 1Y2;284400.0;373500.0;320400.0;519659.99999999994
AB;Calgary;T2R 0E3;234000.0;392400.0;370800.0;437040.0
NV;Las Vegas;89160;329400.0;373140.0;275400.0;319140.0
ON;Toronto;M2N 6C6;160200.0;174780.0;444600.0;459180.0
QC;Montréal;H4A 1X7;207000.0;340199.99999999994;397800.0;443160.0
AZ;Fountain Hills;85310;270000.0;270000.0;334800.0;334800.0
ON;Markham;L6C 0P3;216000.0;216000.0;388800.0;388800.0
ON;Toronto;M5H 0A4;756000.0;756000.0;-151200.0;-151200.0
ON;Toronto;M3C 1K1;135900.0;175590.0;468900.0;508590.0
ON;Vaughan;L6A 1S6;307800.0;312660.0;297000.0;301860.0
QC;Saint-Laurent;H4R 1B7;171000.0;171000.0;433800.0;433800.0
AZ;PHOENIX;85015;205200.0;205200.0;399600.0;399600.0
QC;Montréal;H2V 1Y1;244800.0;536039.9999999999;360000.0;396720.0
ON;Toronto;M5T 1H4;472950.0;591615.0;131850.0;250515.0
ON;Toronto;M5V 3A7;266400.0;338940.0;338400.0;410939.99999999994
AB;Calgary;T2P 5M5;196200.0;285749.99999999994;408600.0;435420.0
QC;Montréal;H3J 1M8;273600.0;303840.0;331200.0;480959.99999999994
ON;Toronto;M4P 2Y1;241200.0;260640.0;363600.0;428400.0
ON;Markham;L3R 9W5;288000.0;365400.0;316800.0;383400.0
QC;Montréal;H1Z 2G1;261000.0;262620.0;343800.0;345420.0
QC;Montréal;H3K 1H9;219600.0;306000.0;385200.0;508500.0
ON;Scarbrough;M1P 4P5;268200.0;268200.0;336600.0;336600.0
SC;Fort mill;29708;201600.0;201600.0;403200.0;403200.0
ON;Mississauga;L4Z 2H7;604800.0;604800.0;0.0;0.0
QC;Montréal;H4B 1V3;223200.0;288720.0;381600.0;387360.0
YT;Toronto;M5H 1J9;900.0;900.0;603900.0;603900.0
ON;North York;M2R 2A5;244800.0;296640.0;360000.0;421560.0
AZ;Fountain Hills;85269;167400.0;483839.99999999977;437400.0;574559.9999999999
OH;Akron;44334;131400.0;131400.0;473400.0;473400.0
ON;Toronto;M4L 1J2;378000.0;400680.0;226800.0;249480.0
ON;North York;M2H 1T6;279000.0;279000.0;325800.0;325800.0
QC;Hemmingford;J0L;153000.0;153000.0;451800.0;451800.0
AB;Calgary;T2H 0C7;248400.0;258120.0;356400.0;451799.99999999994
ON;Whitby;L1M 1B5;365400.0;365400.0;239400.0;239400.0
OH;Huntsburg;44046;162000.0;162000.0;442800.0;442800.0
AB;Calgary;T2W 3M6;144000.0;215279.99999999997;460800.0;468900.0
ON;Toronto;M6J 1R5;579600.0;579600.0;25200.0;25200.0
ON;Don Mills;M3B 3N2;162000.0;162000.0;442800.0;442800.0
QC;Montréal;H3W 2R8;201600.0;246960.0;403200.0;448560.0
ON;Toronto;M3H 2T3;219600.0;248760.0;385200.0;388440.0
ON;Oakville;L6J 3J2;274500.0;326160.0;330300.0;355950.0
ON;Toronto;M1V 4S4;253800.0;274860.0;351000.0;372060.0
ON;Markham;L3R 1A8;190800.0;926279.9999999999;414000.0;460980.0
ON;Toronto;M5S 2B3;252000.0;277290.0;352800.0;427049.99999999994
ON;Mississauga;L5V 1N3;216000.0;364500.0;388800.0;451800.0
QC;Montréal;H3K 1W6;357300.0;469890.0;247500.0;360090.0
ON;Mississauga;L4W 4K2;316800.0;848159.9999999999;288000.0;377280.0
AB;Calgary;T1Y 7M4;297000.0;329400.0;307800.0;348750.0
ON;Brampton;L6Y 1N6;295200.0;573840.0;309600.0;452160.0
ON;Toronto;M8V 1C4;196200.0;196200.0;408600.0;408600.0
QC;Montréal;H8N 2K3;145800.0;241380.0;459000.0;554580.0
AZ;Phoenix;85204;604800.0;604800.0;0.0;0.0
ON;Toronto;M5H 1K5;349200.0;789839.9999999999;255600.0;276660.0
ON;Vaughan;L4K 5Y5;273600.0;683100.0;331200.0;442800.0
AB;Calgary;T2Y 1M7;176400.0;545399.9999999999;428400.0;485280.0
AB;Calgary;T2E 7P4;253800.0;530729.9999999999;351000.0;412199.99999999994
ON;Markham;L3R 1G6;135000.0;256500.0;469800.0;591300.0
ON;Scarborough;M1R;259200.0;354779.99999999994;345600.0;374760.0
ON;Toronto;M8Z 1R8;255600.0;297720.0;349200.0;391320.0
ON;Toronto;M5A 0B5;198000.0;198000.0;406800.0;406800.0
QC;Montral;H3A 2R6;604800.0;604800.0;0.0;0.0
ON;Toronto;M1M;334800.0;458009.99999999994;270000.0;371790.0
NV;LAS VEGAS;89115;216000.0;216000.0;388800.0;388800.0
ON;Don Mills;M2J 3C3;388800.0;388800.0;216000.0;216000.0
AB;Airdrie;T4B 0P8;219600.0;294300.0;385200.0;505800.0
ON;Toronto;M1V 5P7;333000.0;566999.9999999999;271800.0;294660.0
AZ;Phoenix;85064;324000.0;351720.0;280800.0;394199.99999999994
QC;Montréal;H4C 2G3;282600.0;284400.0;322200.0;372780.0
AB;Calgary;T3E 0B7;257400.0;297900.0;347400.0;387900.0
ON;Brampton;L6X 0B3;216000.0;216000.0;388800.0;388800.0
ON;Vaughan;L6A 4L6;243000.0;267300.0;361800.0;386100.0
ON;Brampton;L6X 1B4;219600.0;268200.0;385200.0;433800.0
ON;Scarborough;M1N 1T9;185400.0;222660.0;419400.0;440460.0
ON;Thornhill;L4J 3N1;280800.0;490950.0;324000.0;450450.0
ON;Toronto;M5M 3Y5;255600.0;275040.0;349200.0;368640.0
ON;North York;M3J 3A6;309600.0;384120.0;295200.0;418319.99999999994
ON;Scarborough;M1V 4A1;603900.0;727830.0;900.0;124830.0
ON;Toronto;M4C 1J2;192600.0;246060.0;412200.0;465660.0
ON;Richmond Hill;L4E 3M7;280800.0;280800.0;324000.0;324000.0
ON;Toronto;M6K 3N3;378000.0;378000.0;226800.0;226800.0
ON;Brampton;L7A 1A9;252900.0;269730.0;351900.0;367200.0
ON;Markham;L3P 7N3;219600.0;372330.0;385200.0;424710.0
AB;Calgary;T2E 3K1;230400.0;288720.0;374400.0;432720.0
ON;Toronto;M5S 1Z5;223200.0;679319.9999999997;381600.0;412920.0
AB;Calgary;T2E 7H7;144000.0;144000.0;460800.0;460800.0
ON;North York;M3C 1V6;284400.0;356400.0;320400.0;456120.0
AB;Calgary;T3C 2E9;349200.0;349200.0;255600.0;255600.0
AB;Airdrie;T4B 1S1;315000.0;417060.0;289800.0;391860.0
ON;Mississauga;L5R 3T7;316800.0;529829.9999999999;288000.0;446220.0
ON;Scarborough;M1T 3K3;284400.0;284400.0;320400.0;320400.0
ON;Toronto;M6N 1H8;207000.0;266400.0;397800.0;471150.0
ON;Toronto;M5R 3K4;172800.0;305640.0;432000.0;470880.0
QC;Pierrefonds;H8Y 1W6;266400.0;266400.0;338400.0;338400.0
ON;Toronto;M5V 2R3;190800.0;589320.0;414000.0;417240.0
QC;Montréal;H3L;277200.0;277200.0;327600.0;327600.0
ON;Etobicoke;M8W 3V5;388800.0;388800.0;216000.0;216000.0
NC;Charlotte;28134;216000.0;443339.99999999994;388800.0;441719.99999999994
ON;Mississauga;L5A 4C7;284400.0;424080.0;320400.0;406800.0
ON;Toronto;M6P 1A7;251100.0;704339.9999999997;353700.0;468899.99999999994
QC;Montréal;H4A 3J7;277200.0;277200.0;327600.0;327600.0
ON;Toronto;M1W 3G5;187200.0;345959.99999999994;417600.0;420840.0
ON;Concord;L4K 2N1;280800.0;280800.0;324000.0;324000.0
OH;S.Euclid;44121;860400.0;860400.0;-255600.0;-255600.0
ON;Toronto;M5A 4A5;284400.0;284400.0;320400.0;320400.0
AB;Calgary;T2P 1E3;269100.0;295830.0;335700.0;362430.0
ON;Scarborough;M1C 2P7;235800.0;235800.0;369000.0;369000.0
ON;Toronto;M1B 1G8;292500.0;400230.0;312300.0;420030.0
ON;East York;M4K 3T8;455400.0;455400.0;149400.0;149400.0
ON;Toronto;M5V 2A6;396000.0;477990.0;208800.0;375120.0
ON;Toronto;M5V 2G5;226800.0;555119.9999999999;378000.0;510480.0
ON;North York;M3J 3K6;162000.0;162000.0;442800.0;442800.0
ON;Toronto;M4L 1J1;232200.0;449235.0;372600.0;511245.0
ON;Toronto;M4G 1Z9;262800.0;262800.0;342000.0;342000.0
ON;Markham;L3R 9X3;178200.0;432539.99999999994;426600.0;447660.0
QC;Montréal;H2J 2J4;275400.0;323280.0;329400.0;413999.99999999994
ON;Mississauga;L5M 2G6;291600.0;300600.0;313200.0;375300.0
ON;Toronto;M6J 2J3;136800.0;136800.0;468000.0;468000.0
ON;Kleinburg;L0J 1C0;203400.0;254340.0;401400.0;495180.0
PA;Export;15632;273600.0;367559.99999999994;331200.0;447840.0
ON;Whitby;L1N 4K4;289800.0;336780.0;315000.0;361980.0
ON;Toronto;M5T 1G6;302400.0;861119.9999999998;302400.0;455489.9999999999
QC;Montréal;H2V 2K8;234000.0;256680.0;370800.0;393480.0
ON;Vaughan;L4J 2J6;289800.0;912959.9999999998;315000.0;362520.0
ON;Scarborough;M1V 0B3;604800.0;604800.0;0.0;0.0
ON;Toronto;M2N 6K1;628200.0;659250.0;-23400.0;382499.9999999998
QC;Kirkland;H9H 0C5;272700.0;276750.0;332100.0;336150.0
QC;Montréal;H2S 2T6;214200.0;214200.0;390600.0;390600.0
ON;Toronto;M4G 3T7;275400.0;350100.0;329400.0;426780.0
AB;Calgary;T2B 3N1;199800.0;224100.0;405000.0;429300.0
AB;Calgary;T2G 1H4;270000.0;289440.0;334800.0;440100.0
ON;North York;M6M 3Z5;187200.0;187200.0;417600.0;417600.0
ON;Markham;L3R 7P3;183600.0;183600.0;421200.0;421200.0
ON;East York;M4H 1C4;273600.0;273600.0;331200.0;331200.0
AB;Calgary;T2P 2W3;280800.0;441359.99999999994;324000.0;457920.0
ON;Mississauga;L5M 6J3;273600.0;813150.0;331200.0;406575.0
ON;Richmond Hill;L4C 5T2;270900.0;453600.0;333900.0;509760.0
ON;Brampton;L6V 1N1;106200.0;106200.0;498600.0;498600.0
ON;Unionville;L3R 2G8;208800.0;605429.9999999997;396000.0;524159.9999999999
QC;Brossard;J4Y 0L1;286200.0;349380.0;318600.0;356400.0
QC;Montréal;H2W 1X6;391500.0;542520.0;213300.0;478260.0
ON;Brampton;L6S 4G9;404100.0;503730.0;200700.0;300330.0
QC;Saint-Laurent;H4R 1R3;504000.0;504000.0;100800.0;100800.0
OH;Valley City;44280;223200.0;441000.0;381600.0;477000.0
AB;Calgary;T2G 2R7;187200.0;547559.9999999999;417600.0;459720.0
AZ;Queen Creek;85242;248400.0;756000.0;356400.0;513000.0
ON;Toronto;M6H 4B7;221400.0;221400.0;383400.0;383400.0
ON;North York;M2K 1G4;283500.0;379800.0;321300.0;396450.0
QC;Montréal;H2X 2V2;102600.0;146340.0;502200.0;545940.0
PA;McKnight;15237;212400.0;277200.0;392400.0;457200.0
ON;Mississauga;L5S 1Y2;234000.0;234000.0;370800.0;370800.0
AB;Calgary;T2P 3K7;594900.0;950490.0;9900.0;365490.0
ON;Toronto;M5S 1V6;210600.0;210600.0;394200.0;394200.0
ON;Toronto;M5B 1E2;255600.0;858239.9999999999;349200.0;465840.0
QC;Montréal;H1V 3N8;622800.0;622800.0;-18000.0;-18000.0
ON;Mississauga;L4W 1K3;284400.0;578700.0;320400.0;415800.0
AB;Calgary;T2E 3K3;291600.0;291600.0;313200.0;313200.0
ON;Toronto;M6R 1W9;414000.0;520920.0;190800.0;343079.99999999994
ON;Toronto;M6G 1A9;216000.0;499050.0;388800.0;513900.0
AZ;Phoenix;85068;153000.0;519839.9999999999;451800.0;487440.0
QC;Montréal;H4C 2C7;144000.0;257399.99999999997;460800.0;460800.0
ON;Thornhill;L4J 2L1;279000.0;345600.0;325800.0;344250.0
ON;Brampton;L7A 3E9;280800.0;332639.99999999994;324000.0;343440.0
AB;Calgary;T2W 4X9;108000.0;140400.0;496800.0;529200.0
ON;Etobicoke;M8X 1E9;270000.0;373680.0;334800.0;423360.0
AB;Calgary;T2J 3J1;220500.0;263430.0;384300.0;427230.0
ON;Mississauga;L4Z 2G6;233100.0;294030.0;371700.0;434159.99999999994
ON;Toronto;M5R 3N7;194400.0;240839.99999999997;410400.0;420120.0
AB;Calgary;T2G 0A3;252000.0;535679.9999999999;352800.0;439920.0
ON;Toronto;M5H 1A1;253800.0;916019.9999999998;351000.0;452970.0
AB;Calgary;T2H 1M6;234000.0;259920.0;370800.0;396720.0
ON;Markham;L3P 1W7;210600.0;547559.9999999999;394200.0;429750.0
ON;Ajax;L1Z 1K4;210600.0;210600.0;394200.0;394200.0
ON;Toronto;M4G 4G9;349200.0;349200.0;255600.0;255600.0
ON;East York;M4G 3C1;232200.0;258480.0;372600.0;457920.0
ON;Ajax;L1S 2C1;424800.0;424800.0;180000.0;180000.0
QC;Montréal;H2L 4G3;252000.0;310320.0;352800.0;411120.0
ON;Toronto;M4J 1L7;244800.0;806399.9999999999;360000.0;434520.0
AB;Calgary;T3K 6B8;261000.0;344339.99999999994;343800.0;394469.99999999994
QC;Montréal;H2L 1R5;347400.0;436500.0;257400.0;346500.0
ON;Toronto;M4P 2Z4;536400.0;743760.0;68400.0;275760.0
AB;Calgary;T2A 0R7;289800.0;336780.0;315000.0;361980.0
IL;Champaign;60957;90000.0;90000.0;514800.0;514800.0
AB;Calgary;T1Y 6J6;313200.0;313200.0;291600.0;291600.0
ON;Whitby;L1N 4J9;234000.0;261180.0;370800.0;413279.99999999994
QC;Montréal;H2E 1B3;298800.0;298800.0;306000.0;306000.0
ON;Toronto;M6R 1B4;604800.0;604800.0;0.0;0.0
ON;Toronto;M6H 4H1;169200.0;198360.0;435600.0;464760.0
OH;Willoughby Hills;44094;221400.0;425789.9999999999;383400.0;453510.0
QC;Montréal;H1R 1Y4;104400.0;104400.0;500400.0;500400.0
ON;Mississauga;L4Y 2B6;270000.0;486359.9999999999;334800.0;349200.0
AB;Calgary;T3E 7V3;189900.0;260100.0;414900.0;488700.0
ON;Woodbridge;L4L 6A2;237600.0;237600.0;367200.0;367200.0
AB;Calgary;T3E 3C9;239400.0;397440.0;365400.0;428760.0
ON;Mississauga;L5C 4S8;244800.0;244800.0;360000.0;360000.0
ON;Toronto;M5J 0A8;176400.0;176400.0;428400.0;428400.0
ON;Brampton;L6X 0T9;298800.0;298800.0;306000.0;306000.0
ON;Toronto;M6B 3T1;284400.0;284400.0;320400.0;320400.0
AB;Calgary;T3E 6L1;216000.0;216000.0;388800.0;388800.0
ON;York;M6B 1E8;181800.0;181800.0;423000.0;423000.0
ON;Mississauga;L5A 3S5;261000.0;261000.0;343800.0;343800.0
ON;Toronto;M6J 0C7;234000.0;234000.0;370800.0;370800.0
ON;Toronto;M5H 2M5;153000.0;178830.0;451800.0;460800.0
ON;Toronto;M9B 2A2;234000.0;250200.0;370800.0;387000.0
AB;Calgary;T3G 5T5;163800.0;163800.0;441000.0;441000.0
AB;Calgary;T3C 1E2;240300.0;283950.0;364500.0;470879.99999999994
ON;Toronto;M5A 1K4;211500.0;252810.0;393300.0;434610.0
ON;Ajax;L1S 3K3;262800.0;397259.99999999994;342000.0;377190.0
AB;Calgary;T2P 0E4;132300.0;279449.99999999994;472500.0;492660.0
ON;Markham;L3R 0B5;302400.0;970200.0;302400.0;342000.0
QC;Pointe-Claire;H9R 5N8;318600.0;456750.0;286200.0;493199.99999999994
ON;Malton;L4T 3V7;604800.0;604800.0;0.0;0.0
QC;Montréal;H4C 1H5;201600.0;201600.0;403200.0;403200.0
ON;Toronto;M1V 0B3;428400.0;806400.0;176400.0;351360.0
ON;Toronto;M5V 1B7;237600.0;354239.99999999994;367200.0;391500.0
QC;Montréal;H4C 1T1;151200.0;151200.0;453600.0;453600.0
ON;Brampton;L6W 3J3;244800.0;303480.0;360000.0;409499.99999999994
ON;North York;M9M 2Y3;234000.0;234000.0;370800.0;370800.0
ON;Toronto;M1E 5K4;460800.0;460800.0;144000.0;144000.0
ON;Toronto;M6B 3J3;270000.0;435239.99999999994;334800.0;419040.0
PA;Cecil;15321;180000.0;315000.0;424800.0;502920.0
ON;Toronto;M5T 2X4;214200.0;214200.0;390600.0;390600.0
ON;Toronto;M6K 1M2;261000.0;276480.0;343800.0;430560.0
ON;Toronto;M8W 1P4;304200.0;364140.0;300600.0;360540.0
ON;Toronto;M5S 1P7;261000.0;275580.0;343800.0;358380.0
ON;Toronto;M6E;217800.0;512100.0;387000.0;463500.0
QC;Montréal;H2Y 2M3;190800.0;310680.0;414000.0;533880.0
ON;Mississauga;L5R 1Y5;219600.0;219600.0;385200.0;385200.0
ON;Ajax;L1S 7T7;378000.0;378000.0;226800.0;226800.0
ON;North York;M6A 1C8;192600.0;192600.0;412200.0;412200.0
ON;Toronto;M5V 2C5;274500.0;306720.0;330300.0;541800.0
QC;Montréal;H1Z 2E5;302400.0;302400.0;302400.0;302400.0
ON;Toronto;M5V 3Z2;910800.0;1020960.0;-306000.0;-195840.00000000003
AB;Calgary;T2Y 3P3;562500.0;671850.0;42300.0;151650.0
ON;Vaughan;L6A 4J1;327600.0;327600.0;277200.0;277200.0
ON;Toronto;M9B 1L4;244800.0;244800.0;360000.0;360000.0
AB;Calgary;T2E 2L3;216000.0;216000.0;388800.0;388800.0
QC;Montréal;H2J 3B4;288000.0;288000.0;316800.0;316800.0
ON;Markham;L3P 3B2;237600.0;240840.0;367200.0;370440.0
ON;Toronto;M5A 3W2;604800.0;604800.0;0.0;0.0
QC;Montréal;H3H 1N2;392400.0;677519.9999999998;212400.0;459719.99999999977
ON;Toronto;M5V 1A1;357300.0;428849.99999999994;247500.0;271620.0
AB;Calgary;T2E 6S6;144000.0;144000.0;460800.0;460800.0
ON;Brampton;L6W 4P9;239400.0;266940.0;365400.0;392940.0
AB;Calgary;T2H 0A8;403200.0;403200.0;201600.0;201600.0
QC;Oka;J0N 1E0;178200.0;325800.0;426600.0;487439.99999999994
ON;North York;M2J 1W6;241200.0;568440.0;363600.0;386280.0
AZ;Chandler;85122;86400.0;86400.0;518400.0;518400.0
ON;Brampton;L6Y 0L8;241200.0;333810.0;363600.0;427140.0
AB;Calgary;T2Y 0C3;280800.0;300240.0;324000.0;343440.0
ON;Toronto;M5L 1G6;171000.0;171000.0;433800.0;433800.0
ON;Toronto;M8W 2T7;72000.0;72000.0;532800.0;532800.0
AB;Calgary;T3C 0H9;298800.0;302040.0;306000.0;309240.0
ON;North York;M3J 2E8;219600.0;219600.0;385200.0;385200.0
ON;Toronto;M5S 2B1;524700.0;659970.0;80100.0;215370.0
ON;Toronto;M5G 1X6;144000.0;144000.0;460800.0;460800.0
ON;East York;M4C 4N2;259200.0;259200.0;345600.0;345600.0
ON;Toronto;M6E 1C2;252000.0;649079.9999999999;352800.0;521909.99999999994
ON;Markham;M3A 3K8;385200.0;385200.0;219600.0;219600.0
AB;Calgary;T2H 0R9;191700.0;198990.0;413100.0;420390.0
ON;Toronto;M1S 5H5;352800.0;874439.9999999999;252000.0;345959.99999999994
AB;Calgary;T2R 0K1;165600.0;165600.0;439200.0;439200.0
ON;East York;M4G 3V7;312300.0;382770.0;292500.0;362970.0
QC;Montréal;H3K 1J4;138600.0;182340.0;466200.0;509940.0
ON;Brampton;L6Y 0R5;246600.0;246600.0;358200.0;358200.0
ON;Brampton;L6W 3G6;273600.0;283320.0;331200.0;340920.0
ON;Etobicoke;M8Z 1V1;277200.0;375120.0;327600.0;351000.0
ON;Toronto;M1J 2H1;352800.0;352800.0;252000.0;252000.0
AB;Calgary;T2J 6T6;299700.0;402390.0;305100.0;430740.0
ON;Toronto;M6N 2V7;144000.0;144000.0;460800.0;460800.0
QC;Anjou;H1J 2X9;207000.0;207000.0;397800.0;397800.0
ON;Toronto;M1B 2W4;336600.0;338220.0;268200.0;269820.0
QC;Montréal;H2Z 1J4;280800.0;328500.0;324000.0;487800.0
QC;Montréal;H3J 1N5;306000.0;406800.0;298800.0;396360.0
AB;Calgary;T3E 6K4;361800.0;415260.0;243000.0;296460.0
AB;Calgary;T2E 2R4;201600.0;201600.0;403200.0;403200.0
ON;Toronto;M6K 1L4;240300.0;516149.9999999999;364500.0;536085.0
ON;Mississauga;L4W 2P6;237600.0;279720.0;367200.0;409320.0
QC;Montréal;H4P 2M8;424800.0;424800.0;180000.0;180000.0
QC;Montréal;H3A 1X7;198000.0;198000.0;406800.0;406800.0
ON;Woodbridge;L4L 4C2;194400.0;194400.0;410400.0;410400.0
QC;Westmount;H3Z 2A4;241200.0;372419.99999999994;363600.0;412200.0
QC;Laval;H7T 1C7;260100.0;405000.0;344700.0;380700.0
ON;Toronto;M8Z 1V1;255600.0;532439.9999999999;349200.0;503279.9999999999
AZ;Tempe;60616;216000.0;216000.0;388800.0;388800.0
ON;Thornhill;L4J 5K2;234000.0;240480.0;370800.0;377280.0
AB;Calgary;T2E 6W5;497700.0;1079190.0;107100.0;353879.9999999999
OH;lyndhurst;44124;262800.0;262800.0;342000.0;342000.0
ON;Toronto;M4N 2M8;216000.0;418320.0;388800.0;435960.0
AB;Calgary;T2M 0L4;204300.0;240750.0;400500.0;436950.0
ON;North York;M3M 1G7;172800.0;172800.0;432000.0;432000.0
QC;Dorval;H9P 1J9;171000.0;171000.0;433800.0;433800.0
ON;Richmond Hill;L4B 3K7;352800.0;352800.0;252000.0;252000.0
QC;Montréal;H2V 4H1;248400.0;370755.0;356400.0;466109.9999999999
ON;Toronto;M1R 2Z5;313200.0;371520.0;291600.0;398519.99999999994
ON;East York;M4B 3E2;241200.0;241200.0;363600.0;363600.0
ON;Markham;L3P 1C1;165600.0;165600.0;439200.0;439200.0
ON;Mississauga;L5J 2Y4;270000.0;638819.9999999999;334800.0;399510.0
ON;Toronto;M4X 1A8;369000.0;496980.0;235800.0;363780.0
QC;Montréal;H3G 1L3;240300.0;302400.0;364500.0;472950.0
ON;Etobicoke;M8V 1B6;156600.0;167940.0;448200.0;459540.0
QC;Montréal;H3H 1M3;270000.0;655199.9999999998;334800.0;427320.0
ON;Markham;L3S 1Y6;257400.0;284940.0;347400.0;374940.0
ON;Toronto;M9L 1V9;259200.0;259200.0;345600.0;345600.0
QC;Montréal;H1W 1A8;126000.0;126000.0;478800.0;478800.0
QC;Montreal;H1S 1M2;255600.0;255600.0;349200.0;349200.0
ON;Toronto;M5S 2R6;252000.0;835560.0;352800.0;402480.0
ON;Toronto;M1M 1R9;262800.0;262800.0;342000.0;342000.0
ON;Etobicoke;M8Z 6A4;322200.0;350640.0;282600.0;347760.0
ON;Concord;L4K 1G6;187200.0;187200.0;417600.0;417600.0
ON;Richmond Hill;L4C 9Y4;284400.0;284400.0;320400.0;320400.0
ON;Mississauga;L5L 5Y7;144000.0;144000.0;460800.0;460800.0
QC;Montréal;H3H 1M7;264600.0;298800.0;340200.0;480239.99999999994
ON;Brampton;L6R 3P4;342000.0;380340.0;262800.0;359280.0
ON;Brampton;L6W 2J3;316800.0;316800.0;288000.0;288000.0
ON;Vaughan;L4L 6C7;208800.0;215280.0;396000.0;402480.0
ON;North York;M2N 5M4;347400.0;804689.9999999998;257400.0;401040.0
ON;Newmarket;L3Y 4W4;156600.0;210060.0;448200.0;501660.0
ON;Brampton;L6T 4G8;256500.0;684539.9999999999;348300.0;392310.0
ON;Toronto;M9N 3K8;172800.0;172800.0;432000.0;432000.0
ON;Caledon;L7K 1W3;144000.0;144000.0;460800.0;460800.0
QC;Saint-Hubert;J3Y 7R9;172800.0;221400.0;432000.0;475740.0
QC;Montreal;H3B 4C9;604800.0;604800.0;0.0;0.0
QC;Montréal;H2J 2H6;183600.0;381239.99999999994;421200.0;430920.0
ON;Brampton;L6Y 5Z6;226800.0;307800.0;378000.0;416880.0
QC;Montréal;H2X 3K6;286200.0;423359.9999999999;318600.0;365399.99999999994
AB;Calgary;T2E 7L1;302400.0;302400.0;302400.0;302400.0
QC;Montréal;H1W 3Z2;226800.0;226800.0;378000.0;378000.0
QC;Montréal;H2K 2H9;219600.0;232560.0;385200.0;401400.0
ON;Scarborough;M1T 1A3;288900.0;386100.0;315900.0;452700.0
ON;North York;M3C 1P4;604800.0;604800.0;0.0;0.0
ON;Toronto;M5T 3K7;234000.0;288180.0;370800.0;446940.0
ON;Whitby;L1N 9N1;302400.0;393120.0;302400.0;393120.0
AB;Calgary;T3J 3Z5;189000.0;219060.0;415800.0;458100.0
ON;North York;M3J 3T8;339300.0;549359.9999999999;265500.0;347040.0
QC;Montréal;H2J 1W2;491400.0;645300.0;113400.0;267300.0
ON;Toronto;M3A 2J8;252000.0;252000.0;352800.0;352800.0
AB;Calgary;T2H 0P8;183600.0;183600.0;421200.0;421200.0
ON;Toronto;M4E 1S6;174600.0;211679.99999999997;430200.0;461160.0
QC;Montréal;H4B 2R8;313200.0;313200.0;291600.0;291600.0
ON;Markham;L3R 0E4;138600.0;138600.0;466200.0;466200.0
QC;Montréal;H2Z 0A8;352800.0;352800.0;252000.0;252000.0
QC;Montreal;H2J 1Y4;363600.0;363600.0;241200.0;241200.0
ON;Mississauga;L5N 0C3;252000.0;252000.0;352800.0;352800.0
ON;Toronto;M4S 1Z7;252000.0;279000.0;352800.0;503100.0
ON;Toronto;M5S 1T8;194400.0;559104.0;410400.0;452160.0
QC;Pointe-Claire;H9R 3H9;273600.0;273600.0;331200.0;331200.0
QC;Montréal;H2C 1B1;271800.0;271800.0;333000.0;333000.0
ON;Newmarket;L3Y 2K7;237600.0;237600.0;367200.0;367200.0
ON;Toronto;M2K 1C3;100800.0;100800.0;504000.0;504000.0
