state;city;postal_code;business_id;cool_reviews
ON;Scarborough;M1P 2P9;45rWYQPlQ4x5cFU0uuRKug;14
ON;Toronto;M5T 1L1;piZ4JqJI5WTljJuQV7yZHQ;92
SC;Ft. Mill;29708;HvVV1N9RyxsJhayQeDuuTA;6
AB;Rockyview County;T1X 0J2;I9LoG9Kp535hLBshR0KIpA;1
ON;Scarborough;M1T 3H1;XiMvHK4Nq0xPa1GOtdKzdA;55
ON;Mississauga;L5A 3Y1;GiNGyJIrpzHqsu3GxB5vpg;8
ON;Toronto;M5T 1R9;xBkivY-RacJHXX6y0-91GA;22
AB;Calgary;T2H 2W1;qAHjfQqGJFClh4wHpbzHSA;13
ON;North York;M6L 1A4;v48pX8NnZyWP6rvhbIMRdg;6
ON;Toronto;M6J 1Q5;z5dE6ACPVnoyOOiAynMhmw;26
AB;Calgary;T2N 1V5;A8H1dW49CEXj6vWKc2G-3g;22
AZ;Old Town Scottsdale;85251;TNtzvDcY20ueBMz9mG_JeA;2
QC;Montréal;H3G 1P7;JRJoKT0yQjVtkLPxNtzu8g;19
ON;Etobicoke;M8Z 6C7;-xUApyBGJ46dPQV5nD2Wug;13
ON;Toronto;M4L 1J4;np8wj1g3cgCoIcJ26zozpA;12
NV;Las Vegas;89031;kGU2-r-615GNDzS-JZ6zHw;34
ON;Toronto;M6G 3B2;sAC0K3RS6Q9VGZ3RZUp9IQ;1
QC;Montréal;H2T 1G7;LZ0gCop-v5jOTmfGDQPVlA;28
ON;Toronto;M2M 3W2;CB8HrynUWR4Odnj-XTY-Ew;53
AB;Calgary;T3C 0R2;FQIWgn6H9c9Gm8QQqrveog;3
ON;Toronto;M6H 4B1;RSdfOhYVdUWa5KRjf77yFw;5
ON;Pickering;L1V 1B7;0xk7iTNyprOmjrNhSCTZrg;6
ON;Toronto;M5T 2E6;ABRgXNwdOX_JyqChNr8IYw;86
ON;Mississauga;L5M 7E1;CIF-zvPmVk-hVqExQmvw-g;19
QC;Montréal;H3G 1P1;tDaKD6NuOic4llpSQN2xoQ;14
ON;Brampton;L6Y 6B8;OkVzyTDn5QW5ELjj0sj6Yw;0
QC;Montréal;H2H 1J3;GfGG0Xhk7yTJTikmk3jJFg;6
ON;Richmond Hill;L4C 5N1;SoPgpjN8th6Bgy8NDDW_kg;1
QC;Montréal;H2Y 2M7;t3Rr8xk_9dSdoZm8sfwCXw;11
QC;Montréal;H2Y 1H9;N2jkccTp9wlTpGc1o9b29Q;11
ON;Toronto;M4V 3C6;bpwpgqrbvlAGS9E-RcdNKw;1
NC;Charlotte;28226;6hZgMg9rnDCC0RBVRlkZwQ;81
ON;Toronto;M6E 2H7;eKmnbczwXMIF8KwV2xaQIQ;1
AB;Calgary;T2E 7Z4;32THRBHxTX3YpiT41BiQ2g;1
AB;Calgary;T2G 0X8;336_K7i9-jrEhvQleGUVQw;24
ON;Toronto;M3A 1Z5;rIBgjs2yPbUce6ecJMmH_w;1
ON;Markham;L3R 5K6;IvFdi-vp823dTAWwHMT6xQ;10
QC;Sainte-Adèle;J8B 1A5;xZ46vw1AzyBqxy1B8yphKw;0
ON;Toronto;M5S 3M4;rHKxy2FwlE8xxK9XOpigtQ;36
ON;Mississauga;L5N 2R5;8G3A8xHq9lgTMcSqazfFaA;13
ON;Ajax;L1S 6M5;7emTX91EIcUMXzahIFmNCQ;5
PA;Moon Township;15108;F44RugAixD4yauHlTGXGug;48
AB;Beltline;T1X 0L3;Pd8wAf6F5-U6jXjqWuZE0w;2
QC;Montréal;H2S 3C8;rKhu9apa_dGPl8k36IMYQQ;16
ON;Aurora;L4G;-JXt_PElFkCvgRViW05bew;10
ON;Bradford;L3Z 1N4;7A5BAW2Fh2Osh-F9qJwozA;0
ON;Toronto;M5V 1X3;vLWphV8xAVYflOn1gCU9Jw;5
QC;Montréal;H3H 1M6;f0-qmnE8BtN2IFgE16lhxA;37
SC;Indian Land;29707;nPB_oUbkXcgOiLYVmYrjog;39
ON;Mississauga;L5B 2C9;VtiHtLI2t0OjFjbrnR70lw;103
ON;Toronto;M5V 2L1;A8yT6LIlgRn18p1qbW9-ZA;22
ON;Toronto;M6J;oY-qFP5C-t0KUknxELTzQA;34
ON;Thornhill;L3T 4T7;viYGWt6QgzPSdBC2R7Zd2g;0
ON;Toronto;M5V 2P2;aEnoF_79jQE83s-I756n8w;28
ON;Toronto;M4J 1L4;6fn7wDZ2FzteSKnJ-u2R6g;0
ON;Toronto;M5H 2W9;0CI9YrUu4ys2MJuViJEUbQ;2
ON;Toronto;M1P 5B7;RsXu_NNblaAHT3onHWlLIA;38
ON;Scarborough;M1S 4N6;fKr2Vip-yNCxgJmps-iOTA;86
ON;Mississauga;L4V 1A3;ac7iE3a_QrFJtmiV413_-A;3
ON;Toronto;M6G 1L5;i_V36U612XnJ5SJAE1OPWw;44
ON;Toronto;M5V 1S7;WdkbR9X-xWX3e1COXBp_LQ;17
QC;Prévost;J0R 1T0;cSDoJLFh3Z9sXaPlIgUWGQ;1
ON;Concord;L4K 3B9;RdwHiTJzpCU4Q8pgsJhiKg;38
NV;Las Vegas;89142;oE6gKgUfMd74m77d6hG9qg;46
ON;Beeton;L0G 1A0;leMBinaixyWLzBS44CEYhQ;2
AB;Calgary;T3B 0E6;KMNkriayvWEwdZPcmr1faA;9
ON;Toronto;M1S;qgEKyJfuL5LBA6D3V9nR9g;21
QC;Laval;H7T 2T8;Col2fdt9yTVTIc59heNFkA;3
ON;Toronto;M4C 1M1;mUGDDv2j1qIzbh1JsAoBGQ;24
NV;Henderson;89044;LNGBEEelQx4zbfWnlc66cw;747
ON;Toronto;M9W 0B1;Rnck2nc0j-FbolNiae2grg;19
AB;Calgary;T2K;G6PnUFDzF9vKJ2KHth0qUg;2
QC;Montréal;H2L 0C7;FBDJ2EdcNLTFmQdK5TudcQ;27
ON;Brampton;L6W 3W8;XPduWZA2t7ELlMHWjv4J9Q;3
ON;Toronto;M5A 4K2;58h2EhvN3iJ4jeu95N5YzA;45
ON;Toronto;M5H 2V1;qps2ITpg3DZi4RzN7YYUSQ;2
PA;Shady Side;15232;PCBoQojHP4_M1bsMKD1-7A;2
PA;Mount Lebanon;15228;SsBi4mjcfsQJUMkyQlgg1Q;39
AB;Calgary;T2G 1Y6;BdbfLEOFag5HsJGVjVOG9A;0
AB;Calgary;T3M 2P8;Q4qbZpH42rmFnFrVZ-gjvg;3
ON;Toronto;M6E 1C1;7mIBNG1OnTdDXg1ojrJvnw;6
PA;Castle Shannon;15234;d8EV5R3pO3Dk5mJ5Rni8UA;5
PA;Verona;15147;3DQKaQN2wjWTWUN0EBwkzw;15
ON;Toronto;M6S 1P9;BY9JxpTr9XAHJcgOMccz1A;14
QC;Montréal;H2X 3L1;ivjyqE0Wrr5sIfaq3VJWAQ;29
ON;Toronto;M4X 1P7;pM6RUrQNitEA5gG4VBc6Hg;17
ON;Toronto;M5C 2H2;84ezTxVxTCmI65_UeYRJcA;28
QC;Montréal;H2X 3K8;RO32EAy8IfnWAm04vCPmzA;37
ON;Toronto;M1X 0A6;-aKf_aT5vnmF2XcNKfb0eA;4
ON;Brampton;L7A 2G6;ZsGv9pIrJrYxHm_kX1Nd7w;2
ON;Mississauga;L5B 0G4;l_xtp_LHhmU_xcDBt7D04w;25
ON;Toronto;M4B 1Z5;1J-2AGWYyCRFNgiMvKKzCw;2
ON;Markham;L3S 3J9;rmOZm59ahqMJlfGhNg0thw;19
ON;Richmond Hill;L4B 3P4;dAtT3iwh3Os5lkA7TySvNg;12
ON;Toronto;M4P 1H4;1nhf9BPXOBFBkbRkpsFaxA;4
QC;Longueuil;J4J 3X5;dsqhpbOM-m8hA3dBYIszuA;7
AB;Calgary;T2Z 3S7;Hy9DkWITFbB88kfybJtweg;8
ON;Newmarket;L3Y 7M7;xLeWm_9DgcZ562zDh3gtkA;2
ON;Toronto;M8V 1H8;hOAI5ECHfNet0GY8dfra1w;2
QC;Montréal;H2L 3A7;GbKIeG2b1piCnRDPGadt1w;4
ON;North York;M3B 1X8;rsjrcxOIJm9VdkSNpkXZ9Q;28
QC;Montréal;H2Z 1K3;WWyiaVsJusbRRdpTP5gomQ;27
QC;Chambly;J3L 2Z7;tqVpJ8DaqWf4CG8CIskHfg;7
AB;Calgary;T2W 4N4;DR-PVZlxuunACup6GMwyFg;7
ON;Oakville;L6H 1M3;cWvBi4yg8LV3MQtOk5V2Mg;3
ON;Mississauga;L5G 1J7;c9AIsznk1BtEYZp0gZio6A;52
OH;Bedford;44146;R4fBpgWzxwmLtT6cDMvgcg;25
QC;Montréal;H2L 2H4;-iQdfdTpXa3Y-WC5OJGTfw;23
ON;Toronto;M4K 1R1;d_AcktF-fWL9zzvNPg7euQ;28
ON;Whitby;L1N 2B7;OX7Gqws8Y_eArvAr2zJiLw;0
NV;North Las Vegas;89130;5CTmFgqxx7nl8jzQK2Du-A;71
QC;Montréal;H4C 1P4;-Levln3VcfeXS4iHt5ct9A;40
ON;Toronto;M1G 2M3;wFTUOOJ_0quggjgXOpP7DA;2
ON;Toronto;M5T;m3U4Pey_Yr0jgJb8MHfy5g;81
QC;Montréal;H9H 4B2;be6YqSXj-J3xEs6eM7MeoQ;0
ON;Aurora;L4G 0G2;hzoJLNEErXazRlQjepkUCg;11
QC;Montréal;H3G 1V7;0I9PxZ8N5mIJTyaYgMTQ8w;9
ON;Vaughan;L6A 1S1;_ug-QHzm2L4ANR9soBtdiw;13
QC;Montréal;H3W 1Y3;-NIpCMONu69292q9Itiipg;8
PA;Irwin;15642;QnTguWLRKRK_reQ__8k7yw;14
ON;Scarborough;M1J 2H1;De8Z9rLZOmf-icp3gDxCZA;6
ON;Mississauga;L5C 1T8;VStw2rq7JQKf0-faMfqoqA;7
ON;Etobicoke;M8Z 1N4;bodWg_R81cZYjBusC_0L9Q;2
ON;Toronto;M9V 3Z7;78Z8KGhiOofpjYjb3N6KcQ;0
ON;Richmond Hill;L4S 0B5;zs-T0uqKSHhYWSEok6oouw;35
ON;Toronto;M5R 3H7;FHYKWg2ZAJf3cRWKfg2Y5g;26
ON;Vaughan;L4K 4V3;NuK62BeqnGGoLQNRfZsnUA;5
PA;Pittsburgh;15238;KTPRYqiFdLowAUEAnN7e3g;141
ON;Newmarket;L3Y 4Z1;E0TuhAHIT9DTG83xDXcLGA;10
QC;Montreal;H4P 2T8;D7Wv_B7GBbrx-EDfgxDwRA;21
QC;Montréal;H3T 1X8;fJQoers8JAdwS_10U6dnWQ;9
OH;Cleveland;44124;AI7sIJMnSYVX8aLxdPVyNA;36
ON;Toronto;M5E 1T9;35ET2yviSxhkMmQa89rFKA;16
AB;Calgary;T2A 7P5;LVfuIFZ7j1uuQHlk3xAIbw;0
ON;Toronto;M3B 2C1;t2gJoyjhd5QBciMoV8UyYA;1
ON;Toronto;M4K 3V9;vXkw6os-OiATHgIuUNAtWw;1
ON;Toronto;M4W 1A5;JZG53BQcWVtJIF-gJ5OoJw;39
ON;Richmond Hill;L4C 0L7;CxEk19RBwfD0Ochgo4Q5UA;8
OH;Fairlawn;44333;I1qRb4qqQRly7NhIOCkk_Q;71
OH;Mentor-on-the-Lake;44060;PVcO40ibg8PwVhB_2igdUg;79
QC;Sainte-Anne-de-Bellevue;H9X 3Y7;Ng04_qtFBIz0BHnYYd63yw;8
ON;Richmond Hill;L4B 3J6;67dcLNePnhQzq6CZWjCOLw;53
ON;Toronto;M4L 1H8;kIrjc7PrdoSpEubQ_aszdw;36
ON;Toronto;M9N 3V8;poseWgWvWjANMR3wqrO_yw;4
ON;Toronto;M5V 1M7;KOAYl73BQ-2tQe0Q-SA9jQ;34
ON;Toronto;M5T 3A5;pofDmHoIsdvPcSKzb2iMag;30
QC;Montréal;H3A 2N3;80klSQFFKguEL76Zo8m5YQ;20
ON;Vaughan;L4K 3C4;f0-KEhvOZeRx-Zfo6GoA_A;15
QC;Montréal;H4N 3K1;HoCE5Opty4FWYoUWVbv6VA;9
ON;Toronto;M4C 1E4;ZnaTI3qoN5kwkNOw4tvvvA;0
OH;Middlefield;44062;5KcrEqWVHrkBH9W8H6cC9w;22
WI;Deforest;53532;Xja5SpeP5tQ3DnY3ty11OA;1
ON;Oakville;L6J 7T4;-hVx0WrscTKPIL7hWI4OiQ;4
ON;Toronto;M4N 2K5;x0ovZng1FtWGfTG5STOBaw;1
ON;Toronto;M4E 1E9;UAXz2KC1aXpxzV-MLdXbmQ;18
ON;Oakville;L6H 6G6;IwPHX4QnWmd1lrUudKaTIg;5
OH;Kirtland;44094;EWzKzfHTSmS9wB9BCTSowQ;30
AB;Calgary;T3B 0H2;Vq3cwI8tjeSud5fLHt1PdA;1
QC;Montréal;H3L 2N3;VUL-VBbXGZJ-BBkccwHzbQ;0
AZ;Phoenix;85076;ZidLd2a1uJCMfIhLylX5ww;9
OH;Brook Park;44142;j0B0CYbvHMMLBcE9tNHiYg;17
PA;Etna;15223;kdjrQ2tuY4eqo4JZWIx50Q;16
ON;Toronto;M1H 2V6;rgG2k-8qHXuO4ZKhC1AmIA;6
QC;Montréal;H2T 2M2;tOhRQqiupLyJdBJVQMGOEQ;221
QC;Montréal;H4A 2X7;A_Gl8o6xlhugD0r8F99QoQ;5
OH;Milford;45150;yPjG35KHwD3-Fa3djYJO8Q;0
ON;Toronto;M5R 2S6;ugDCPgJUCRuNpHSPsMZwkw;74
AZ;Scottsdale;85281;Z3GVMJuFuGhf3rweIayJ9w;9
ON;Toronto;M3K;SlWijsT11hpQitSk77dANw;0
ON;Toronto;M4G 4K1;O8-JViuKT1azonTGX00ZeQ;3
ON;Toronto;M4G 3B7;5uHAA5avjVvdDhgDUQs6lw;53
QC;Montréal;H3K 1G6;UwJ_rk5Ww_giyNf8OX6CWw;4
AZ;Surprise;85387;wSLh92JsLaoyIe_g3TceaA;8
QC;Boucherville;J4B 0B1;0cCPUHqMTGBMp9UrhAn-Jg;2
ON;Toronto;M6P 3S6;xwPKDhVW_eHqvrbL8C34KQ;20
OH;Warrensville Heights;44122;kZ36LGvnwetEq-seqwhkkw;34
AB;Calgary;T3B 0B1;QolO7RdIrnMuV0q0x7sl6A;0
ON;Brampton;L6Y 5R5;fD38Tg325rZlw5dqU2Fpog;2
QC;Montréal;H4G 1X4;NfQTfc22vHKsq-UA05nAHg;21
ON;Toronto;M6G 3T2;Hrj-mkyOkyyjvGeruqDCyg;2
ON;Vaughan;L4K 4M2;2jS79ABLQY_T7YqETy8zCA;7
ON;Vaughan;L6A 3N9;WxfaCysgEvkBxUWo-YzP1g;11
QC;Laval;H7S 2M5;eiSqpJ-AJJ81IYGUaIuyMQ;0
AB;Calgary;T2A 7K6;Ak6qQWx_Lt3_exzh-VIuKg;1
AB;Calgary;T2G 1H3;TelTcROqJk_z2zlgZA5uEw;29
ON;Oakville;L6M 4M2;7k_urmcvNGuNX8PQQ4H1QA;4
ON;Mississauga;L5C 1T7;-dm9FaoIeaBAH83uRTJNZQ;7
ON;Ajax;L1T 4W8;14T3cCQcTjAHzoE_4r1bxw;2
ON;Aurora;L4G 8A4;uUSq9TyGsTX0A1f1xssjtw;0
ON;Toronto;M4M 1H1;NrJSy3dgcXErFtOKGREmnw;32
QC;Laval;H7V 2R9;xSzpUYjobfJRMMbT7zSWgQ;5
ON;Etobicoke;M9C 5K5;Pnw5K6dsMh6Zn_q2qcpnnA;3
ON;Richmond Hill;L4S 0A1;l9ZyzHZs6uQvy_S8EOZIIg;33
AB;Calgary;T2R 0Y4;jx4QLSvn0kdLXHN1p5V0Kw;1
NV;Blue Diamond;89004;Em0MDcxhSYZm7JVpR6WyJA;96
ON;Newmarket;L3Y 5H6;TwjxYf6AgubBV5tNuZZulA;8
AZ;Surprise;85302;QgXN3JcTehsoEtCIR7Mt-A;0
ON;Mississauga;L5B 1H3;OrgAynTkzP_jx2MEj6s4Bw;1
QC;Montréal;H2Z 1C1;CDzk5ayt_e86MuNlLFvLDQ;45
ON;Mississauga;L4W 1J8;TxOjL5plaQ1803ad4O7WSw;27
AB;Calgary;T2X 1Z3;w7IlHG0ihjDt3k14cQWiww;5
ON;Toronto;M3J 2G6;ov37CcVk9U-VSgS2CTtuew;3
AB;Calgary;T3R 0A1;z4NNAblWFtxNONBUCUY3uQ;16
PA;Pittsburgh;15221;PBmMvDows5HWIqrEVvNfQQ;78
QC;Montréal;H2L 1S3;GgocFk6T_aU0VCk8PLiSEQ;13
QC;Montréal;H3B 3H4;5ek7jh5HvAaR34I5EdyNCg;7
QC;Montréal-Ouest;H4X 1Z2;CJqAQwalDOVoXBKDprIPug;1
PA;Clairton;15025;T1J9PQXqfeG_skaaDV6O0Q;7
ON;Toronto;M6R 1A8;SDSDJp-d_qUibvLF2FfsCQ;62
ON;Markham;L3R 0M3;izgA7nGZCWAYV8m6DgVqcQ;14
ON;Toronto;M5S 1Y6;e41TP5cXZqSrz50xCBJqZw;221
PA;Pennsylvania;15237;aWqFipSDRIt0Fbl5kW3rEg;1
ON;Thornhill;L4J 0A7;hAGqD8Qblo-NN5gmaYOd6A;22
ON;Toronto;M5G 0A6;awMemy5i13HQYcy3D8R9aQ;2
AB;Calgary;T2G 0G1;XSZgcEMWM4XcuE-sWXny9w;55
ON;Thornhill;L4J 1A1;9k6lLteivXjXxZ5NHzNmvQ;4
ON;Etobicoke;M9V 1B4;bNrSmsPL2-BmspIJdtJeqw;1
QC;Montréal;H2L 1S1;mm2wLW24ESxNIEL2bjseaQ;146
IL;Villa Grove;61956;XqCBjmrmu8pNgADsKXo8vA;0
QC;Montréal;H4P 1P6;koVqybWsweiS4DhpH89NIg;5
QC;Pointe-Aux-Trembles;H1B 4A4;CKFJC_Sx8P2UIyZcamhSjw;0
AB;Calgary;T2W;dF0RC8m7laZddLXfDb1L3Q;0
AB;Calgary;T2J 3K9;js-UeVMXqnNYEY3ZTydfng;8
ON;Toronto;M8V;wNWWTVl6kCQJdDuHbx2dYw;5
ON;Markham;L3R 4P9;Ck6zHE15TuWTaNJ2YNawZA;30
AB;Calgary;T2G 1R7;jklYi-vntC-ciO4b5JsBPw;15
ON;Toronto;M6P 4H3;2cYTy7YlmlS9uuuQI1Trzg;10
QC;Montréal;H2X 1B6;KpKQK9kz-CBtQJT0xxCFwA;2
QC;Montréal;H2X 2T6;dZaESUsCLIJgvD6ALvXNIA;36
AZ;El Mirage;85335;-1VaIJza42Hjev6ukacCNg;37
QC;Vaudreuil-Dorion;J7V 9L5;onuAoHiEPloU6b0cLlF9vg;4
PA;McKeesport;15133;fHMDa3RhQMkTek4NJRssvg;1
AB;Calgary;T2K 6H1;jg37O7ANF7hqggS6bxUpcQ;15
AB;Calgary;T2S 2S5;Gi7-G_p0Bi4PwjAr0vTYMg;2
QC;Montréal;H2T 2L6;ojk9NWd9QTWIhu55EN-hcQ;8
ON;Etobicoke;M9W 7K7;uvjJi6j6uxP2G8Vlg9aX8A;14
AB;Calgary;T2P 2Y6;SWITg8J1mXRPNFVwHZZwng;18
AB;Calgary;T2G 5C3;-rTr1SxDQl7lLMYUPOcHdw;3
AB;Calgary;T2Y 4H3;S9VZULFv5oBWX2tVq8tn3Q;6
ON;Scarborough;M1L 2L9;EHX8yKVTW3_CaXFaNqoH6A;14
AB;Calgary;T2G 3G2;kcF4zNo7dLECwHml9GOv_A;1
ON;Markham;L3P 1A7;6gMxIRoEMWDg-HqibN9aqw;11
ON;Aurora;L4G 7N2;9iTauAWfY3CrBrhwwEQWbw;6
AB;Calgary;T1Y 6H2;KxGh3Nqszq0V2yOwKuI5dw;10
ON;Toronto;M2N 6L6;VjZ9nX_FTy_A4r7vuRkECg;4
ON;Brampton;L6V 4K2;B7l3x65Nn_lqC4Xl83ZL5g;8
AB;Calgary;T2G 4M6;kNjTsw2HJBWvLB3ITy6ZuQ;2
ON;Toronto;M6M 2V8;sSp-ZbEsVDKf8Y2OAXS40A;6
QC;Montréal;H4V 1S5;tc1aVZ86DYElvnxCfAn6aQ;1
ON;Mississauga;L5L 6A8;Qp9sFUd1n1YX66JMfvXHlQ;0
AB;Calgary;T2E 0C2;j8MJmNfQrOGUX6AJ0ZkjaQ;6
QC;Montréal;H2L 2G7;RoM9iuf6QQqLM4z6hotyQA;15
ON;Toronto;M4X 1E4;R3CnqYvEltXJKYj9_NoOOA;0
ON;Mississauga;L4T 0A6;X7vbR7COtMsnIM3bw4wcLQ;1
AB;Calgary;T2R 0B4;FMeFDc1CLbD6V5-6C_5BFw;7
ON;Aurora;L4G 3S5;56JttKUf9JnvTw4F1Dog8Q;2
PA;Port Vue;15133;Gpm--ooVaO8bA2OCKcMSEg;0
ON;Markham;L3R 6E1;MdS6EHt2RZFpn9fQXZc9Ig;20
QC;Montréal;H4V 1T1;eHT2IhU97xFZwxMvVejckg;5
ON;Toronto;M4L 1C4;VJHZxXBd7k9A8cQ4j8Uvkg;29
ON;Toronto;M1L 1B1;sIcN0iUIi7-wWtvgh4UVuw;0
PA;Shadyside;15232;Vf44uj2f3lVlcHs0ambUlw;13
ON;Markham;L3S 3K1;CP6huld0HBwnDMoH5YWSig;10
ON;Woodbridge;L4L 5W6;7dkOpcO945fKjsDoyhf5Aw;14
QC;Montréal;H2L 2H1;jITHnWKlvHt_JwXkTWjC7g;8
QC;Montréal;H2Y 3Y7;8cPMjIwTnrVm3F2wLGiZag;14
AZ;Goodyear;85935;Be8nEZH7rDqnWcM-dirsNA;10
ON;Toronto;M4Y 2B6;qPoCRW6mjUISW_padb7v4g;18
PA;Venetia;15367;cr6LANs6M6QEwcSityfUxw;1
ON;Toronto;M6G 2V9;1idRJwqXxxmgSyQRKag4KQ;23
OH;COPLEY;44321;4yN8OHyMQxNP9udE58cI6g;0
ON;Oakville;L6J 7S8;sK_SN5q7F-VkZUEPxN_MFg;15
QC;Montréal;H3B 4G1;efwZXuea3BzcOOhK-6FvDQ;33
ON;Toronto;M4T 1W1;hm0y7QxT-UUmQcF074qV0g;21
ON;Toronto;M1S 4Z4;x5Yq_I3jLq1tQfav77gUJg;22
QC;Montréal;H4P 2T7;FexomhlA5G7ipOEH3pqFkA;16
ON;North York;M2K 1C2;Dhh4UH0VhPov31AEqZzByA;1
ON;Vaughan;L6A 0C4;nh99ifq3jToNgK-10esVBw;5
ON;Toronto;M5S 2R3;MI0b4GygzprUf79urQJE9g;1
PA;Pittsburgh;15225;zzwhN7x37nyjP0ZM8oiHmw;12
QC;Montréal;H2J 2L4;YUUMu8--KHqawES4fDOo5w;24
ON;Toronto;M5E 1B3;t1mR_Zff6Dqv1TueE2JLEA;47
OH;Painesville Township;44077;YAs-UVdVYj2ZtFLUaEnsew;1
AB;Calgary;T2A 1B7;uVDq74vX5hTdalED0a8TNA;1
ON;Ajax;L1Z 0M1;j6UKGPWplhstVbFEabXlKA;2
QC;Verdun;H4G 1X3;_BrFKAv39vkF7iqc7J82lg;6
ON;Brampton;L6W 2C2;TyVTnurbn6wSCxKjc1L9aA;2
ON;North York;M4A 2N7;7DmiaR7b_BjI24RWp-CXkw;3
ON;Vaughan;L4L 2S6;wAw6033yHZdBaqAYDuus3w;5
AB;Calgary;T2G 0T1;ri2GZt8qyFcWUHxoQfsZXg;42
WI;Cottage Grove;53527;kQnTHh_KHyV-JbltviG8mA;15
ON;Mississauga;L4T 2H2;idrN6XWKErG6nKDsEMNbOQ;3
QC;Montréal;H2C 1S5;hTvPGE7rIJIkMcuRfe0eOw;1
QC;Dollard-Des Ormeaux;H8Y 3C4;9RlFN9qRNIsQxumOoJ-gaw;1
OH;Lorain;44053;zm8u9z2KCwEkNiCD59UQ3Q;16
ON;Whitby;L1N 6A1;PQdUsnu-m_CvYz9XR_ohOA;2
AZ;Tempe;85285;096-QWLbAq6eWXTBSs9_yw;20
PA;Sewickley;15143;G6zYdHNPqSbw_Nom8ZxtVA;27
ON;Toronto;M5T 2G8;qcqDjeirxvdgW5kQVkEwSA;45
ON;Toronto;M6J 1G9;AcCZJpxiPqyzKFjlwlwd0Q;49
QC;Montréal;H4T 1E7;fdJBm10BysnCNMwPraBYhw;2
QC;Montréal;H2H 2B3;SMbGomnGbH9YrOoKhDBMDQ;22
AZ;Scottsdale;85266;kxzS-zh5nUNvBzYz2Q47pg;114
ON;Toronto;M5B 1T3;YHXczxm4W3BkGT-z7vZBBw;18
ON;Scarborough;M1S 5V9;itpInzz6sPWT0lDWrts1fA;17
ON;Toronto;M5X 1B8;9kSFs4ChDfTd2Bp7E8118g;7
AB;Calgary;T2K 6G9;S-IEFGXse5vvnD9GBhasVA;4
QC;Laval;H7T 1C8;sQjM3yp_KC2irHRTLIKl-w;28
ON;Toronto;M6K 3E8;UFbapHcWtcB5urcDRmNMYQ;1
ON;Toronto;M4R 1B9;zYh_8ieZffLp2qg15AELrQ;2
ON;Toronto;M4W 3G7;c_9iq0DL5lQ_eKr-Xxr5ow;9
ON;Vaughan;L4K 0A2;NIPn7olHs6k3Svxy6DHUQA;7
QC;Montréal (Québec);H2W 1Y8;bOJvy6tIi5TkoKZswA6UPQ;2
ON;East York;M4K 3V2;Y_jBZDRBdILqIUMqiTHgkQ;3
AB;Calgary;T2A 4T8;YS5bGiireav8r5SxzQt_DA;3
ON;Toronto;M4P 1A1;yg7lbX3G_Wpf7EpNQTgEHA;0
ON;Toronto;M6R 1B3;CgtLpRLRRKpw5nTvWxlRWQ;17
ON;Mississauga;L4W 1E4;bSAtnwkFAu-LEENMLHlpiQ;2
ON;Toronto;M1R 4E2;qQsrcouREdFUk4adim1uEA;25
AB;Calgary;T2S;tZJOsdg7G8GMzTyoi4iowg;6
AB;Calgary;T2T 0A7;_yIvVucQh5W84m3Pk4dndg;28
QC;Montréal;H2Y 3A6;ii9kqE9s4456Jn9asz-BPQ;66
NV;Las Vegas;89138;WlBvw6R1Qe2yIaZp-2ilZA;110
ON;Brampton;L7A 0B8;sFPwx3V1kzXP-N6ZjqAk2A;19
AB;Calgary;T2R 1B8;7nI-0MaujBqpM2smc3bD-g;5
QC;Mont-Royal;H3P 2B6;jwYnXuaSqtpiNwyU72Vm9Q;5
ON;Toronto;M4K 1P7;OIdOJaNS8M624F58XGV3PQ;61
OH;Akron;44310;PGsrhKu41CWhs152bctWkQ;86
OH;Olmsted Falls;44138;cdLjMoQPRtdWN4g6LW650w;47
ON;Toronto;M6K 1L2;AVKebdmoFlFm1FSWaMo3gg;44
ON;Markham;L3R 1N3;8KSbT4Qi8Mvtp86Igl_ENg;17
ON;Toronto;M4J 1M6;ZAu2dg-4mwCy20biGgmV1A;33
WI;Berry;53528;1aEnBr8QEiVUKTOM429X5g;6
ON;Etobicoke;M9W 1J1;0Rw40S_OgNnoeGq9nQ5oGA;9
ON;York;M9N 2S4;Yq0qt43HcA-eHw3Gu_bjSw;1
ON;Toronto;M5H 0A3;zgQHtqX0gqMw1nlBZl2VnQ;268
ON;Toronto;M4P 2J4;wn2Rn__MMqa9zkyvRkkrSg;5
NC;Ballantyne;28277;X1h1ZW9L4fzOgAdX9FVGPQ;5
ON;Markham;L3P 1A8;XCxxPZ3Lu5mwmIo7IQRf1g;105
AB;Calgary;T2H 3B3;DSEqJkfgzwCIC28hD1CJpA;10
ON;Toronto;M6J 2Y7;Cyy95sS5r6MGzgEA4UZX5g;112
QC;Montréal;H2T 1R7;Ke8t_l6CqoskQBtESsXwkw;13
QC;Montréal;H2G 1K7;sXrx17V-AZFvVtTToDyj0A;14
QC;Montréal;H2T 1R3;KScv7oXmJBijzKgQfREOCg;27
ON;Richmond Hill;L4B 4A7;8YG7PRoZuHeKii0rtNvJFQ;134
ON;Brampton;L6W 2K7;Gt-JL2fdBGJDC2yfbj1-5g;0
AB;Calgary;T2T 0C4;Kdhcw8qUBTmv_4UQv8pymA;23
ON;Toronto;M6P 1Y2;I-4CIMvJy_M7U4EuCijxZw;9
