state;city;postal_code;business_id;cool_reviews
PA;McKeesport;15131;vt-K7cclixVE_Egm4YOzTQ;0
AB;Calgary;T3J 5H3;rOfqu3ZUTlynY0XtQJqwFA;2
ON;Toronto;M1K 2K5;d16qDWj9zxpi0XGWBjZR8Q;3
ON;Toronto;M4Y 1Z9;jLkyTDArqZrQdCOefFIw0A;8
NV;Las Vegas;89081;KEDm72wwss4YFXHhHdsHdQ;9
AB;Calgary;T3G 5T4;Knq-JR0mnZNLjiMAWDZWBQ;1
ON;North York;M1L 4R9;cUcqDiv08wMi6idBhexrMw;0
AB;Calgary;T2G 5N5;SdHzOf2o_0snrzrPnvCRSw;8
ON;Toronto;M4H 3Y2;iab-dDNMEeEABDReZpRu5g;1
ON;Toronto;M5G 1Z3;pocXxLPP_SXyJCEocFVg1Q;1
ON;Toronto;M5R 2E2;B8c-sPJew2DRLmgBUrbY5Q;0
QC;Verdun;H4G 2L9;2CByHXpxsULiQZJlu-1AJg;2
ON;Toronto;M5R 2E5;rhkFJNUH5-wqxdGWLQsy4A;0
ON;Toronto;M5V 3P1;RjZP38S11LqnPcoMxHESug;7
QC;Montréal;H3A 1Z4;Ty97c-UiKW6YC_GZP8EYCw;5
ON;Toronto;M5L 1G4;kuJRRmmmDUXqwM6kNihXXA;44
OH;Willoughby Hills;44092;1Oc8xrWnA_4zjvOzFkaWyA;6
ON;Brooklin;L1M 1B4;VxeOUGP7h3AUK3yiG8adsw;0
ON;Woodbridge;L4L 8L9;3YS0rwSApGFouybkknQfkQ;2
AB;Calgary;T2C 2N5;xRugkNACWUoL9RFDkW1v9g;3
NV;Las Vegas;89143;M0-GUqlmY7crtQX3W-Fhxw;18
AB;Calgary;T2G 4R1;8tq28_2u3gSjqEo2sKQqBA;2
ON;North York;M6A 2E6;E3UzOSUQyoEFohk_MeLslg;2
ON;Newmarket;L3Y 8C3;xohIImY5MjmF7YWRQ_wYtQ;0
ON;Richmond Hill;L4C 3C2;1cjfAimCuHaLlwOS5TkWhA;2
ON;North York;M6A 3B2;kuPWmpxpWGE2_J3mp_M76g;7
NC;Denver;28037;KfCAV-javso3RlaUrGVoYw;19
ON;Toronto;M6P 1Z4;US3auRxD_hqxqBduq9LpXw;5
ON;Mississauga;L4Z 1Y6;g2a2wvS_qyA4w6e7G9_FVA;1
AB;Calgary;T2G 4M6;OReTYYMwhIazyPOREQNnOw;1
ON;Thornhill;L3T 0C7;PBLU9eokea1Xzp0iC90J8g;2
AB;Calgary;T2J 7C4;WsJ7mLmMRZPragvj0VWcPw;1
ON;Toronto;M6G 1K8;jhoNGzkbA9iNeTJYCdSo5w;67
AZ;Laveen;85339;0KKxkAvHc0cCfnYVHymnIw;21
ON;Toronto;M1S 3V4;kxWGcD1VsOt3_frdhbJmgw;0
ON;Etobicoke;M8W 3S2;c8YNnleOJzwadu-ssB_yMQ;3
ON;North York;M3J 3E5;d43KBUWXsGvwuAbC6QA2Cw;0
PA;New Kensington;15068;fYUS9YkYPccCx9eaYc9t5g;4
ON;Toronto;M4K 3S4;1MfC_wNIa2nVMbh0ftuqLw;1
ON;Toronto;M5A 3C4;b5aybrK3GgeaIEfc8XfdIA;8
PA;Moon;15108;OEMTOWaemuov7TFD1sW3lw;31
PA;Trafford;15085;X2wlWnV3GhJcs-Dnlxr2mQ;6
ON;Toronto;M2M 3W5;WRU5TZiDz4FP4bvtx44fsQ;3
OH;Cleveland;44103;N5nB7bt89WYvobTGIP1vPA;51
AB;Calgary;T2G 5M6;pmJFJJ4M8GLtuhHZq_8BOw;2
ON;Toronto;M4K 1N7;XIRKBWMyW8bC7bZdyoabiQ;2
ON;Toronto;M6G 1B4;cqw9nrfVG5HpTSuNkA6P_g;4
AB;Calgary;T2P 4R5;3XYER10Kn-63sWUcJlnnsg;5
ON;Vaughan;L4K 0C5;BdXGbaomSy5IhlfrlnlXtQ;0
AB;Calgary;T2Z 4J2;4n_blZsDxe_umq8hBiYl6Q;3
ON;Toronto;M6S 1N5;7kxCz87JqINy11aBCSeGDw;2
AB;Calgary;T2P 3K4;IJkHl3f7_6vIiTjHa5NqbQ;6
ON;Whitby;L1N 6A7;CCVLODCdwhgladI8NNu-aw;3
ON;Toronto;M5B 1E9;HIXOh7GSUeB3jw-gSiCH9A;1
ON;Richmond Hill;L4C 3C7;zT3JZ24lApNd5IxVwhMdpQ;2
ON;Toronto;M5A 1E3;ap2gvGQf0NrYhW6YkNl1ZA;0
AB;Calgary;T3M 2P8;931njYUz4eEnUAt-YU6hWw;1
ON;Pickering;L1V 1B7;7nnP0vXUcd9YBZzNrBCW5A;6
OH;Cleveland Heights;44118;l-TaawqI-mlN4z_N9WdW9Q;39
QC;Laval;H7P;5e4Wi0lzkOL67UUTTGIWDA;1
IL;Mahomet;61853;KpVNHvN_3mVM4ubilE1_1Q;3
AB;Calgary;T2R 0G9;PlcZM0TyPw8JSRQqGjTdBA;31
AZ;phoenix;85027;XrwOwbhB9cTaDv2-M1pAcA;0
ON;Markham;L6C 0G5;jq4V7WMO6krwqPz2rNjcDg;0
ON;Toronto;M4G 1W6;DNvnu5Bs12419XP93xGkZA;0
AB;Calgary;T2H 2B9;TxlXlMOiJzPAcyup4lW44Q;2
QC;Montréal;H2T 2M1;AEx2SYEUJmTxVVB18LlCwA;56
ON;Scarborough;M1X 1B3;b0-8Jf0cVwc1MieongX7UA;1
AB;Calgary;T3H 5P2;8Fgiwhu-RcnyaxdLx-HIhw;11
NV;LAS VEGAS;89104;ttgvyxS-6m3TUbECaeZvGQ;3
AZ;Tempe;85226;h-0DWdCoeMSPjlPRhmU0Pg;1
AB;Calgary;T2X 1N4;impjkODzhmD7HsrJ-yhU9A;1
ON;Toronto;M6K 1L2;PECpU6MA-jnZj2Y0yXD0SQ;2
ON;Toronto;M5T 2G6;CztDemHy1q1f2R3VV9jmvA;28
ON;Mississauga;L4W 1J8;LyhorVKqszgnvM6R29eOAg;9
ON;Toronto;M5S 3B4;Q1Qt6f_1ZiDTAKBU2Wyu-g;0
NV;Las Vegas;89138;zQzgTB0Ajm7ffK5MoDMung;68
ON;Mississauga;L5S 0A2;ez2ZLU-5ggtNNFJmSkBTEQ;3
OH;Maple Heights;44137;LpIzVxkFd09sEQ8TFMlrpg;6
ON;Toronto;M5C 1Y2;Z2GIrARCKaBy7Jr8Y-Sccw;2
ON;Oakville;L6J 7Y1;RxqO-mhC-h0nZ13WrljVOw;1
ON;Markham;L3R 1M6;7sA2CsZmMC56M9SEvefUBQ;2
AZ;Phoenix;85036;Z5F8GrOGLKSc2FdVLseS0A;5
ON;Toronto;M6K 3E4;WTGmtvIE1v9uEBZxiyXImQ;16
ON;Toronto;M5V 1M5;BxcLVgA6BndKDJol0ZZu0g;31
ON;Scarborough;M1P 3H1;Eg7LnENZpIGMAs4lY2JFRw;1
ON;Mississauga;L5T 1A6;iBZEjiUcMn0HOU_9z5RUfA;2
ON;Toronto;M5A 1S7;Fky-HGbKXBGTtknuSzb8cQ;1
ON;Toronto;M6R 1X3;mgAHnaBzGqZxsEXTBh3DsA;6
AB;Calgary;T1Y 6Y7;hNDVNmvIf48rJtGFitDwrA;2
ON;Toronto;M5S 3H3;Qlyo-9TXmyRgXolptGGM2Q;7
ON;Toronto;M5B 1G3;mkD_-SGitlVrOcF1nnSfXA;6
ON;Scarborough;M1P 2X9;s6U2JqtfX9EOHeOKlHY_Jg;0
ON;Toronto;M4B;TviiymmF5eaDjbv_wTiWMg;1
ON;Etobicoke;M8Z 1N5;HHpmT7KqOwUp1z2B-OfLtg;1
ON;Thornhill;L3T 1R8;ooe6wnAlI0LK4WCOoWg9-w;0
ON;Vaughan;L4J 6X3;BOj4HEDS03hxNmXDyE86UQ;4
ON;Richmond Hill;L4C 0M5;cJe4KmDq_9LcHwwmqNfibQ;1
ON;Scarborough;M1L 2M3;P-_WEYWoiZQOb9YGMbWCaQ;4
QC;Rosemère;J7A 1J4;rtp-13gU8vs6fTAtqXBlPw;0
QC;Montréal;H2T 1R6;kusoRTY5CtjCQAlH-XEzQw;2
ON;Toronto;M5M 4A3;6r2i0LpsFyhr9m9qFKN_fA;12
ON;Toronto;M5C 1K9;l-JxbU1hzQNAmaHt-CBORw;8
ON;Toronto;M4W 3J6;nwnMi_VZ0ZtzrqrDgBLt-g;5
ON;Toronto;M4L 1C3;IVw01A-NclwTOkYXEoV25Q;7
NV;Henderson;89016;nFJGkAoJFUhGVt__Parh3Q;8
AB;Calgary;T2E 8S4;76dVh3eIePie0GA5chczvQ;0
ON;Toronto;M5S 1G6;S_jAqYXVGqNDB3wiaT-Iug;8
ON;Toronto;M6C 1A1;wJYofcYAH3sovN1xZ7Cmqw;1
AB;Calgary;T2W 3E5;u1jADJ_yMcL8bRJre7hjMQ;2
ON;Toronto;M4L 2C2;W_uA6BzyKzBdjMHRmlgazQ;2
AB;Calgary;T2H 1M8;j_eOrXZs76VrBqtiaI6EjQ;9
AB;Calgary;T2P 0Z1;YbSxgtEGopZqFZuYuqOgxQ;3
ON;Toronto;M4T 1W1;Y6NKsfJkPwEx42OxQw_Ceg;1
ON;Aurora;L4G 3V6;F4A2NCP7wq8zQTbwMaOB4w;1
AB;Calgary;T4A 0P7;GPfTpf5nZ6T-PzKwpQl9bg;1
AB;Calgary;T2A 6K1;q_rnbpDZ3XQvAfcqT2afaQ;3
NV;Las Vegas;89193;kELI9g936jKsxad9hwPg0Q;2
QC;Montreal;H3J 1M3;jk0StiAMwYlye6kHMHvduA;14
QC;Montréal;H4B 1V2;yZ2IemQ3U-HjQ99TK9MMVA;0
ON;Toronto;M5A 1T1;9xTx4vWlL2kkhUqNE4QaaQ;8
AZ;Glendale;85038;Z4ci63F7-aWf10INdkH8dQ;2
NC;Mooresville;28117;slEAJYvyP3ZIMlUpVuiCIw;7
NV;N Las Vegas;89108;EDwRybg4pgqINVHax_XeAg;1
AB;Calgary;T2T 1Z7;aJOoXMn14REZcEHKAdrJeA;2
ON;Markham;L3T 6K6;ZrQAvgkNZaF75l-eT-pHug;7
ON;Toronto;M5S 1X2;1MWisTwY8qTTPbz52HEeWA;4
ON;Toronto;M6R 2K3;vUxmYIYKMvS30FnJftw4VA;3
ON;Mississauga;L5L 1X1;rKNiIvWmzb9aqKgEDDztPw;0
ON;Newmarket;L3Y 2E9;vqaNe3hTLTtfsrHRe-V81g;0
ON;Toronto;M5S 1G7;JFfZDmNAoa_MHG16K2BY6A;11
AB;Calgary;T2V 0E4;EtTB_mIUlpy10Yvx6nzK1A;1
AB;Calgary;T2G 4E6;5SbiGTmpkYL30mRNL3YrQQ;0
QC;Laval;H7T 2Y5;1lJBE4j473sfxlV0EpcEZw;2
ON;Mississauga;L4W 1A4;yTMpZL9LLXEQJcYveJ-8aQ;0
OH;Cleveland;44116;YkwffFI2j8J1MK6TdnYNNA;12
PA;Penn Hills;15235;kUrvw04r6GxLPLILtocXrA;5
ON;Toronto;M6K 3N6;MFIMFB3LpNd7IdBbjP0r-g;1
ON;Toronto;M6H 4A9;OxcElFZf-RLEaBhVjk9zjw;0
ON;Aurora;L4G 6H9;QuCIHFnv1f7T-LP6XJWaig;0
QC;Montréal;H3H 1V4;Wh72GRogCnKhcDUlhlIHzA;2
ON;North York;M3J 2R8;9M7P0YU98_A0M1IZVCju1w;0
ON;Toronto;M3K 2A7;r37tPoAXGw5l_Wpg9ugHig;0
ON;Stouffville;L4A 7X5;MHIC2aGH1gkKeDi5ym9RlQ;0
ON;Toronto;M4Y 1K9;qbWy-amzxcZK10hqS-NLSw;9
QC;Montréal;H2L 1R3;KSUpHqi0pu-rpouVs-KVdA;2
AB;Calgary;T2G 5E8;o_6kVoK4_0IzLIfe4GZkAA;7
ON;Vaughan;L4K 5X7;Vt1iSx253f6yL0_TaSx6gQ;0
PA;Elizabeth;15037;AX64Yw-0pTjKP-33hU-JPw;6
AB;Calgary;T2H 0A2;noLOd3bNvCQdCXaAcY2bQg;0
NC;Charlotte;28256;s5MqOngjk5ylR-D2Vmbrmw;1
QC;Montréal;H3A 2K2;7XbDXIvj-SqSnBZ2tpfzbQ;25
ON;Toronto;M5P 2W2;Ts4GQFagpeZ-wcdGUoMUKA;1
OH;Euclid;44119;B0qB9pWaYOFx_iv_KNSLbw;31
ON;Toronto;M4C;Fv51AvCKnpvllouEHth5ZA;4
ON;Toronto;M6H 1L6;i7ZAS41Y-_zlY5kTVJ2dCw;15
AB;Calgary;T2P 0E7;6aIS31v_poV7XgAa7XvZNg;3
WI;SUN PRAIRIE;53590;068aJR5uEkW4cNZm6Ely5w;2
ON;Toronto;M5V 2P5;-YuGniIdDB1j35JfoMGdxA;3
ON;Toronto;M4Y 2B6;bTJnd1cvOXO4_an4-442cQ;16
ON;Toronto;M4V 1L5;5j-dkDAmSJc5uz7m3fK58g;5
ON;Toronto;M5H 3V5;jGg91M4iJ9CUgdq6cO5sNw;8
OH;Cuyohoga Falls;44313;gbG1ztVMbF_ZcPNJ6LVD_Q;1
ON;Mississauga;L5W;ofrivPAJiu0FlhYL-M7MCA;0
ON;Oakville;L6H 7P4;LDZXLfZWpn-_3cMHmGTnyQ;4
ON;Toronto;M2N 5R5;NpQeiMr6-7mMXH12L5NUug;4
ON;North York;M3J 2K8;LaaNEL9v5raChyag2vplNQ;0
PA;Mt. Washington;15211;_aYIXhisfCYQpENVK_AMxg;1
WI;DeForest;53532;VoH6PlDWUj838tvPsJbT0A;3
AZ;Goodyear;85355;rzSbstBJozrjAG3lLGAwQg;1
ON;Markham;L3R 6L3;bbSlXN0Ne-23ybOJah120A;3
QC;Montréal;H2Z 1G6;9MMks9B1cMDtdrBHW08WPQ;15
ON;Toronto;M2J 5B3;JjTqeowdAwp54B4kl3io3w;2
NV;Henderson;89009;t_p326_brpZEH3t3lL3HAQ;3
ON;Toronto;M6K 1T6;YZWz9xiIqf9O9mpT307x2w;5
QC;Montréal;H3G 1Z2;YbfLTLKM7EGKBGNKhL8azQ;5
ON;Ajax;L1S 2B8;6IWIkWVS5ZxLJ4S-zN2okg;0
AZ;Phoenix;85310;RsQdAT-eFwWpzy0t2SiReQ;9
AB;Calgary;T3A 5K8;ADQl6MuKKSbA858wW4Qmtw;1
AB;Airdrie;T4B 3G5;z4A8IfXE39QW5DTIDU9hWA;1
AZ;Scottsdale;85271;krnTaMeF2iSXkfTBXXRskQ;0
AB;Calgary;T2G 1Z5;pRGdic2lI6LkkUZLGdoeqg;1
AB;Calgary;T2M 0H6;y7sF3GacWbfbcBlCkjb-IQ;1
QC;Beaconsfield;H9W 2E4;kHMJ1iKfzHnMdMszXtr5zw;0
ON;Toronto;M5X 1E2;3U2xuNVUApXMCvFmp59GYw;4
ON;North York;M5M 1M1;cqV0CEfKFq8eoStfoRGK0A;2
ON;Toronto;M5V 1V6;QIv2d1xQWg_kVky0Yh-_3A;2
ON;Mississauga;L5G 1H9;vqoTAkKn_D8hKa_KRqQ-Ug;2
AB;Calgary;T2H 2B5;pKnvXvLVKuiT_OfotHZZqw;11
OH;Cleveland;44144;ISTwdmgIjeIPan4l-bGtOQ;10
OH;Pepper Pike;44124;KSP42nTbrx_bNucWs0GrCA;14
ON;Mississauga;L5N 7E6;TuvUDH5JWJt8go-KY2Ho4g;0
ON;Etobicoke;M9C 5H5;RcxWqmCbIjcI9SLpOEyTBA;1
QC;Montréal;H8S 2E1;-JP761N6ad3aLsZXEjyYAA;2
ON;Toronto;M9C 5N2;pTdyXpcIviHQX5Y4MT2yFQ;1
ON;Toronto;M5V 3K2;hjvPxyxPLFOCxdNm15IDug;3
ON;Markham;L3R 9W8;mHo1umac_WGUk6eqRwiW7A;3
AB;Calgary;T2H 0E4;nxy_ZH21GVPh1jsUMfKGXw;3
AB;Calgary;T2M 0J7;Q7i4aW9Rt4eGVOJ87pQocw;1
ON;Toronto;M6P 1B2;ddzrMr6C65Ib80VUa3fKNA;1
NC;Charlotte;28026;xDYjssGMMwb3SDguwq6zLA;2
ON;Toronto;M2P 2B7;9Rl6OQRcmScKWymPUx1VjA;0
ON;Toronto;M4N 2L5;mSzHRu5opI5w3d0VQjRFRg;0
QC;Montréal;H2S 1K9;glV4srljnKDQgRlpcdHF8A;3
WI;Waunakee;53597;ZjvEgk0VrOsiV21ceex_Yw;32
ON;Toronto;M6P 2A3;Ep6j5qZZH8FOZgqWU8kzfw;7
QC;Montréal;H2X 2T5;fXhwnVyuzYfn62YPRH5v1g;3
AB;Airdrie;T4B 2J6;wruIBPsaz7orpgXe2UiE0g;1
AB;Calgary;T2G 4R7;xwDcqEoStvQyommtTfeVxQ;10
QC;Montréal;H2K 1T8;PI_381xkNGQzMDl-fAto7Q;5
QC;Dorval;H9P 2R4;BcvZUft70P2t2_qsEzf3yw;0
AB;Calgary;T2G 4A1;_mMAjtDZNm20PtJqr9ZcTw;3
ON;Mississauga;L5B 1P3;FJLeOwdMKjuX-qDIVlwBNA;1
QC;Montréal;H2L 1W8;WAdoI6suqJirFHFvv-zZyA;2
ON;Toronto;M5X 1B8;CbEwAzoiIyGG7IQUN5MaaQ;5
QC;Montréal;H2P 1V8;RA5ubX3nRc_1lghtcQC4nw;6
ON;Toronto;M5A 1V2;L3yqbETHG6F7jt9kIOyDfw;5
ON;Toronto;M5J 2L6;ivbMuKOwwX2B70gFggzT-g;23
ON;Toronto;M5G 1M6;vu0aDxlmPcEjkhaOuirZDg;2
ON;Mississauga;L4W 5K1;kjQGl-ZpXQWPx4GcuFvHjg;3
ON;Toronto;M4C 1L3;_QKiaaIojhi3359x6EC9dw;0
ON;Scarborough;M1C 1L4;c9MnnQr3DWw9t5AvlzL5Cg;1
ON;North York;M4T 1W5;6TMVvfnoO_aYDtzS69qSww;1
AZ;Phoenix;85306;VuXenyd5dqezhBh5SB73zA;4
AB;Calgary;T2P 3G6;qDpngVfw7Y8XFhCZjqTZYw;2
ON;Scarborough;M1P 4X4;tekKNqwcj8OIbN-Joz2Wnw;1
ON;Mississauga;L4X 2X1;CLBp3fL1vhLVzV0Sb55XgQ;0
ON;Toronto;M5C 2Y6;lBeOCub-JNtyfNlblUxwjQ;2
AB;Calgary;T3C;dnzF8vemNyLmI062t6G07g;4
ON;Toronto;M5V 1H5;gC817zVyUFrY-eMY95Bejw;16
QC;Montréal;H2P 2S6;GcQzoMmoi_4R4NKJUaTyZQ;0
ON;Markham;L3S 0B6;Rggo6Zqf0SZ-BevrDc5cKg;0
OH;Cleveland;44110;n8VWmSVq9-oaDSUOIaxSfQ;17
ON;Toronto;M8Z 2R4;0j3ScXP2pii16Y4ojtKdSQ;5
ON;Toronto;M5V 2A5;EEIz44ewHhOKmfTloAK13g;101
ON;Toronto;M5C 2G3;2QM_m0xL6fulm5nGoY2BMw;4
AB;Calgary;T3B 0N1;Ue07GrVJvt9PM8XgyNmhiQ;0
ON;North York;M6L 1A4;RiliEJjhVi-ff33WPako8w;2
ON;Toronto;M1L 0G6;KF2dkwClbPpZckGmZSIa3A;6
QC;Montréal;H3Z 1X5;YKm2hZHCVfu5kEGiAhjyTA;3
ON;Toronto;M6G 1Y8;jjuPRjgssbZh8zlgLFQgew;1
ON;Toronto;M9N 1W2;JB8-8TtNYX-vLqN7cz-zHA;61
QC;Montréal;H2Y 2B7;HGDY8ZQkCmZ_d_OR_glSgA;4
PA;Bakerstown;15007;55daeN3O_lt_AG9_3X1vYw;0
ON;Richmond Hill;L4C 1V7;fE_gCGRk7pSBG-5hxJwVxA;1
ON;Toronto;M5E 1E5;pYQFiwJn8WPPKO0ghjBiMA;2
AB;Calgary;T2K 1A3;oZVPeINaOS1d-KMk6HVXIg;2
WI;Sun Prairie;53715;8i__CI5n9YHFvaFDC6vaWg;2
ON;Toronto;M3H 5S8;Z4WSbG1WKTVOnbn7bDudfg;1
ON;Toronto;M6K 3M9;uK3PKTq9mE5HV4Sb0aZ2JA;1
ON;Toronto;M5T 2J8;38yD8L0Ersu3Z_ZZZsOEXw;0
ON;Toronto;M9M 2Z2;qMZcuEB5vLh_Shb46GU8qw;0
ON;Etobicoke;M8V 1H6;OaYR6EmmvzAJz9azYoUJzA;1
ON;Toronto;M3J 3J5;Yy1QKsAo3djZuZCV66RwSA;0
NV;Nellis AFB;89191;mLNigY641R0Exka68bc_gA;2
ON;Whitby;L1N;wvzkHTNzYo5Rk9EKS8V5sg;5
QC;Montréal;H3G 3C4;MXqtCCnqZxOqzxxH5LV1Eg;1
AB;Calgary;T2N 1Z7;X7xBmi1DLl1B_JvA3dwrAw;4
QC;Montréal;H3B 4G1;Rcawf6aCHdLZe7mTLxlcLQ;37
ON;Toronto;M4Y 1Z2;mES9E5K4HbYoPFXGv0pUuw;37
AZ;Apache Junction;85120;TrWrvAqke9btbq-lZwcrCw;2
NV;Las Vegas;89136;n1Ng1q300iLHYZELtOd5FA;59
ON;Newmarket;L3Y 2H2;3hnfqFCd038tnn_GOV3DeQ;0
ON;Markham;L3P 1B8;2cUfu5dC6yje7VcUUEm0cA;0
ON;Toronto;M3B 3S6;zeJh7AoPgwtNNQSfl4eneQ;0
ON;North York;M2N 7A1;N2NgijnhDThp-EixO9BfKw;3
AB;Calgary;T2R;w41-qwXbDR7mJ0Eq_aBe4A;3
AB;Calgary;T3A 2L7;QWMTBDNzA1i-QzkgZQtYZg;1
PA;Upper St Clair;15241;F4zjU9iYXWtZdrTT4ECEVg;22
AZ;scottsdale;85251;GYkKwNylGidJXDz-RxwXbg;3
PA;Braddock;15104;xkbUCdXRQfKJ-mT3xmH8qQ;14
AB;Calgary;T2P 1G1;bLHkYNWd1ekJZVddTkekeg;16
QC;Montréal;H2J 2L5;wuuJhxMDAj5gGVdvobGHJg;19
ON;Toronto;M2M 4G3;EXJEi3CAXOlozNT1Mq_8dQ;17
ON;Markham;L3R 2W1;EZrkg2mrQLGaXdsiuRnBgQ;15
AB;Calgary;T2N 1V3;2Epm3g5lskQSWeb9LHq_Wg;2
QC;Montréal;H2L 1N5;svd-Hr6EmIWP2IjqNbplRQ;13
ON;Toronto;M5V 0C6;aDpIVPZ5sg0uJ951Untwvw;1
OH;South Amherst;44001;YFTKaKcnrzSWQJ1qQxMP3g;0
ON;Toronto;M4L 1Z4;YlU40njDqX-5u0xwm8UiNw;1
ON;Vaughan;L4J 8J2;QzO7OlI4KiA9W05Ksnoilw;3
ON;Mississauga;L4X 2Z2;Km3_UNs4bFMn41nS2-_cUQ;9
ON;Toronto;M8Y 1K2;fV5rKrCwM30AUwj0JbNA-Q;0
ON;Toronto;M5H 3M9;2SyYW8GiDZsqtPb-aCbosg;29
ON;Toronto;M3C 3S2;fH-8g35DnaPcCo0Fj-cKdw;0
AB;Calgary;T2A 0P8;1N2fi5T_X5XZvw6PuldfDQ;0
ON;Mississauga;L5G 1E3;AprsB5kibAxqt77MeCPy6g;30
AB;Calgary;T2P 5P7;sgjuE4MPNnx8VVYZoXCJow;1
NV;Las vegas;89119;e5uitPniqC-ivkYmtlJrxg;4
ON;Richmond Hill;L4C 1T6;4Wa40krN62oKf2cWy3XpQw;9
ON;Toronto;M2K 3E4;__CQ2SE4NXFFjYfrB_TJ6w;2
ON;Toronto;M5N 1A3;VZ0o5DvDT1dSfHLhJD6txg;6
PA;Moon Twp;15108;73u_WrnB8v3BABd4V0kpGg;1
ON;Oakville;L6J 7V7;x-opb7leQ94LgiT9A-dUPQ;4
ON;Whitby;L1N 9E9;z_6sLh8k7onN5Sajx3qdaw;0
WI;Madison;53774;lN0OQcEjSd8kwNSIH3998g;5
ON;Toronto;M4K 2P7;gg8QCN3mUDmYR2oNw5Puww;1
ON;Mississauga;L4X 2V3;WBqFyf2mQoRkzimx_3XILQ;1
ON;Mississauga;L4Y 1Z4;rx-4RRtwlBvQEAVvsKT1Nw;1
ON;Markham;L6C 0P1;IMPRFhLn8uga1OvT_RlXWg;2
QC;Montréal;H3B;mI17MpWybqUw2_6WZ0stgg;22
ON;North York;M2M 3T3;k3XIXkkUraI4OYiy1G2AsQ;1
ON;Mississauga;L4Z 3E8;br2M2b-CsXI0HY0RXvHl0w;36
ON;North York;M3H 3R9;K0OvBFtwY3TnmxVgiQsEhA;0
AB;Calgary;T2P;klwSTZWHewM0xk8j8HOm5A;3
AB;Calgary;T2T 5C7;x2sT3ZdNKhJY18wlPU-aLw;3
AB;Calgary;T3M 2J6;gr7s41rNnEHY2XSqZt5TtQ;1
QC;Montréal;H1T 1W7;cBQDYO0dIpG6--I3DMiWoQ;0
ON;Scarborough;M1H 3G3;6g_sZWqPObIfmC3Hp7wCqA;5
ON;Toronto;M6S 4W1;3yeZF65kJoEff6RHOy3oYg;1
AB;Calgary;T2P 0H3;iVKq1Vjfq7C9mCldlqooIw;1
ON;Mississauga;L4X 2G6;AXO8xv74DnordF8YZI9oxw;1
ON;North York;M6B 3S3;I5JelkEDVSN1I18-4fGWsw;6
ON;Toronto;M8V 1L2;tCCDNdsVMgAXZ_BSFc0FTw;3
ON;Toronto;M4K 1N1;vUef2kuyYWG7phLySoRJGw;5
ON;Toronto;M5J 2R8;rjYoliKKBypWdPzyTqzrOw;2
AB;Calgary;T2C 5E1;qbST0SHHMkOgzO_cmINGBA;2
ON;Unionville;L3R 2G6;vAPnFgKR-a-Aki-L2tS6BQ;2
ON;Markham;L3R 2N8;uFKQkN2MI1VfcW7tG7uL5g;13
QC;Saint-Lambert;J4S 1H1;ddKDQrFm8XbgZVdvWmcbng;0
ON;Brampton;L6V 1A2;MqWbo0NqT5dedh-3VkZOGg;0
PA;Monoroeville;15146;MYlBYc1OA4Uyf-Z5z2kaSQ;1
AZ;Mesa, AZ;85203;HG1Sw9UE5Jgzm2CL71w-Zw;0
AB;Calgary;T2E 3M4;mEy73_qo2b1zs6zZ7IFHOw;0
ON;Toronto;M5A 1H1;GUY63BliTgH9fhLvsTmsQg;2
ON;Mississauga;L4W 1E4;2rcrwnlPd_w5oieGVyDgpw;16
OH;Parma Heights;44130;5F_uIksIlZnL4D_U9pvRrg;11
ON;Vaughan;L4K 1Y7;FJY3WbrP1UFPJaG_87kNdA;34
AB;Calgary;T2N 3R8;Ci9H2xR1Rdty128KsI5VVw;0
AZ;Phoenix;85210;v0H-K88ud238ufNlAAFLcw;0
ON;Toronto;M6S 3B3;hcZKvIvIwfhed5V0iLXnuw;0
QC;Montréal;H1P 3C6;oN8HDF_cPDaeFB69yC6I5A;5
ON;Toronto;M4W 2H2;os446KXurBv1lay8MbImCg;2
ON;Toronto;M5V 1Z9;iS44aNB5h7bkAV3dzm9Fgw;15
OH;Grafton;44044;xRC2O1i4xQMqqrkKSn7uRw;7
ON;Toronto;M4L 1A3;7yhA68Oy5Aey-Gk-fU9vOg;1
ON;Mississauga;L5M;gh9MIWJgdsvhnTw__p2USA;16
ON;Toronto;M5S 1X7;g2FMr7_UetnZuOBC3kbf3g;1
QC;Montréal;H2L 1P8;bhpsxX-g9yWx4XsSFsWnKA;22
ON;Toronto;M4K 1N8;-BkDRyanBDFJqYuxtsdf9g;3
AB;Airdrie;T4B 3L8;IQhBsMtHfZy72-1ivmEgTA;2
QC;Longueuil;J4J 2V5;7hVepKl4EMPwICtXf_SxxQ;1
ON;Toronto;M5H 1N1;ywPaE5Ai8SK8TeUoeMgJ6Q;8
OH;North Olmstead;44070;pZDx5Z-zxyA1LwBfPm_JXQ;0
ON;Toronto;M4W 2L8;Y7oOB-c1CpgaN_3vYNyMDg;3
AZ;Scottsdale;85267;N2FQ5a9KjbM2YmB1GbHXkg;9
ON;Toronto-Etobicoke;M8Z 4E4;06BbyTsm8rL5cgoyiVfLTw;1
ON;Toronto;M8Z 2G9;RUhr5Sy0xPQV1RVI5OpHRA;2
ON;Toronto;M5T 2L5;aNZa21WWMc-2HpToNDMhHg;19
QC;Montréal;H4A 2E9;wKwUYKjU3odzssIf8UfAaw;6
