state;city;postal_code;open_p50;open_p95;close_p50;close_p95
ON;North York;M1R 1P7;288000;297720;316800;326520
ON;Vaughan;L4H 2P8;309600;521639;295200;319680
AB;Calgary;T2Y 3H9;288000;375120;316800;389699
AZ;Ahwatukee;85048;226800;299700;378000;430200
ON;Richmond Hill;L4B 1L4;172800;205200;432000;464400
AB;Chestermere;T1X 1A1;345600;345600;259200;259200
AB;Calgary;T3M 0T7;320400;440280;284400;300600
AB;Calgary;T2A 2N6;261000;275580;343800;423180
AB;Calgary;T2H 0K9;277200;344250;327600;403200
ON;Mississauga;L5A 3R8;201600;201600;403200;403200
AB;Calgary;T2W 3X6;162000;162000;442800;442800
ON;Oakville;L6H 1M4;324900;423900;279900;404550
ON;Toronto;M6J 1J4;248400;510299;356400;473579
AB;Airdrie;T4B 3G3;254700;283050;350100;378450
ON;Toronto;M1J 2E4;275400;311040;329400;364230
ON;Toronto;M4H 1C3;293400;497970;311400;359055
ON;Etobicoke;M8X 1C2;270000;312840;334800;460800
ON;Scarborough;M1P 2W5;367200;367200;237600;237600
ON;North York;M2N 5N2;264600;382860;340200;419040
ON;Etobicoke;M9R 2Y8;277200;291780;327600;418320
ON;Mississauga;L4Z 2E7;604800;604800;0;0
AB;Calgary;T1Y 2Y1;302400;302400;302400;302400
ON;Mississauga;L5C 2Z2;225000;259020;379800;413820
AZ;Phoenix;85254;241200;521324;363600;481410
ON;Toronto;M3N 2V2;288900;304290;315900;331290
ON;Toronto;M6J 2Z8;162000;267300;442800;526500
ON;Toronto;M3H 3M7;234000;234000;370800;370800
ON;Toronto;M5R 1G2;147600;238679;457200;474300
PA;Emsworth;15202;133200;194759;471600;539640
ON;Toronto;M4M 1J5;306000;386819;298800;355860
ON;Markham;L3T 1P9;149400;149400;455400;455400
QC;Saint-Laurent;H4L 2H3;148500;199530;456300;507330
QC;Montréal;H3A 1S4;288000;288000;316800;316800
OH;Valley View;44125;226800;425700;378000;460800
ON;Toronto;M5T 1S3;253800;345960;351000;424800
ON;Concord;L4K 1X2;273600;273600;331200;331200
ON;Toronto;M4Y 1X5;223200;540900;381600;459000
AB;Calgary;T2N 0Z6;144000;144000;460800;460800
AB;Calgary;T2B 1Y6;226800;226800;378000;378000
AB;Calgary;T2E 5B3;120600;120600;484200;484200
OH;Orange Village;44122;280800;331379;324000;413010
PA;Penn Hills;15235;255600;441900;349200;444600
ON;Toronto;M5S 1W3;162000;194400;442800;475200
ON;Richmond Hill;L4B 3K2;244800;542159;360000;402480
ON;Mississauga;L5C 4G7;270000;271620;334800;368820
ON;Etobicoke;M8V 1J4;244800;244800;360000;360000
ON;Mississauga;L5T;223200;252360;381600;430200
ON;Toronto;M6G 4C7;108000;192240;496800;581040
NV;Las Vegas;89136;194400;573300;410400;498600
ON;Vaughan;L6A 4H8;263700;322110;341100;427049
ON;Toronto;M6P 1Z1;180000;315810;424800;469395
ON;Toronto;M4Y 2B7;284400;318600;320400;424800
ON;Toronto;M6A 2C1;311400;311400;293400;293400
ON;Toronto;M4M 3H3;262800;262800;342000;342000
QC;Montréal;H2Y 1H1;264600;321300;340200;486000
ON;Toronto;M4M 1H3;226800;308700;378000;453600
ON;Toronto;M6P 1Y6;190800;356039;414000;431820
ON;Richmond Hill;L4C 2N9;198000;198000;406800;406800
QC;Montréal;H3C 1Y1;97200;97200;507600;507600
QC;Dollard-des-Ormeaux;H9B 1P7;220500;253800;384300;459900
ON;Brampton;L6T 5P1;291600;370800;313200;361440
ON;Mississauga;L5A 2Y4;162000;162000;442800;442800
QC;Saint-Bruno-de-Montarville;J3V 3T5;252900;269910;351900;368910
NV;LAS VEGAS;89108;205200;205200;399600;399600
ON;Toronto;M4M 0E2;266400;266400;338400;338400
AB;Calgary;T2N 3R5;196200;290700;408600;477900
ON;Markham;L3R 3L4;160200;197460;444600;526230
ON;Oakville;L6H 9P4;266400;266400;338400;338400
ON;Brampton;L6Y 5B5;280800;572400;324000;324000
ON;Toronto;M1S 5C2;292500;372690;312300;392490
QC;Montréal;H1W 1B2;352800;554400;252000;370080
ON;Woodbridge;L4H 0S5;115200;115200;489600;489600
ON;Toronto;M5V 3S6;277200;361439;327600;363240
QC;Montréal;H2T 2L3;219600;566280;385200;501840
QC;Montréal;H2X 2C3;144000;144000;460800;460800
AB;Calgary;T2C 2L9;244800;244800;360000;360000
ON;North York;M2J 0E9;286200;294300;318600;326700
QC;Montréal;H8Z;259200;259200;345600;345600
OH;Cleveland;44122;231300;383759;373500;467730
ON;Toronto;M2N 5N6;237600;306000;367200;408240
AB;Calgary;T3B 4Z1;180000;332100;424800;468900
QC;Laval;H7G 2E5;295200;295200;309600;309600
AB;Calgary;T3J 0T4;604800;604800;0;0
QC;Montréal;H2S 1S7;273600;280080;331200;337680
AB;Calgary;T3M 2G5;352800;556560;252000;411840
ON;Brampton;L7A 3R9;275400;532979;329400;402480
AB;Calgary;T2N 0H4;154800;154800;450000;450000
ON;Toronto;M6J 1V2;176400;313200;428400;483840
ON;Markham;L3P 1X5;207000;355679;397800;487800
ON;Mississauga;L4W 4W9;295200;295200;309600;309600
ON;Toronto;M4J 2T9;208800;208800;396000;396000
ON;North York;M4A 1J6;306000;306000;298800;298800
ON;Toronto;M5G 2M9;250200;250200;354600;354600
AB;Calgary;T2R 1G5;163800;175140;441000;452340
ON;Toronto;M9W 5E8;433800;604800;171000;342000
AB;Calgary;T2J 6Z8;309600;309600;295200;295200
AB;Calgary;T2H 1M8;183600;376200;421200;457200
ON;Toronto;M6N 4Z5;349200;402120;255600;357480
QC;Brossard;J4X 2S6;220500;289800;384300;478800
ON;Toronto;M6N 5H4;274500;366300;330300;371250
ON;Markham;L6C 1Y9;259200;560520;345600;423360
AB;Calgary;T2Z 0B2;352800;370620;252000;264960
ON;Toronto;M4W 3P4;241200;335700;363600;418319
AB;Calgary;T2R 0V1;72000;72000;532800;532800
ON;Toronto;M3M 1G7;318600;349380;286200;365579
ON;Toronto;M3M 1J2;302400;302400;302400;302400
ON;North York;M2J 4R4;374400;581760;230400;437760
ON;Toronto;M5E 1E3;291600;342719;313200;490320
QC;Montréal;H2L 5A9;86400;86400;518400;518400
QC;Lasalle;H8P 1B3;552600;604800;52200;347669
ON;Markham;L3R 9S5;343800;565919;261000;296460
QC;Montréal;H3B 4C9;399600;399600;205200;205200
AB;Calgary;T3C 3R1;299700;365310;305100;370710
ON;Toronto;M5A 1A7;144000;144000;460800;460800
ON;Mississauga;L5M 1K2;147600;162180;457200;471780
ON;Whitby;L1N 9K2;604800;604800;0;0
AB;Calgary;T2R 0E5;244800;331560;360000;493199
ON;Vaughan;L1K 1Z2;151200;151200;453600;453600
AB;Calgary;T2G 2R6;219600;247050;385200;406530
AB;Calgary;T1Y 7K7;302400;572400;302400;433080
ON;Mississauga;L4Z 2Y5;185400;229140;419400;463140
ON;Mississauga;L5A 4E2;171000;171000;433800;433800
ON;Markham;L3R 3V7;298800;331199;306000;458279
QC;Montréal;H2L 2H5;241200;395999;363600;496800
ON;Mississauga;L5B 4A7;234000;272880;370800;409680
AB;Calgary;T3E 6S6;212400;231840;392400;434520
AB;Calgary;T3H 3S7;201600;201600;403200;403200
ON;Scarborough;M1P 3A2;162000;162000;442800;442800
ON;Toronto;M8Y 2R3;286200;368819;318600;333180
ON;Toronto;M6J 3N5;205200;214920;399600;409320
PA;Lower Burrell;15068;226800;410129;378000;455400
ON;Toronto;M5A 2H3;270000;270000;334800;334800
OH;East Cleveland;44112;423000;505620;181800;239940
ON;Toronto;M5V 1P8;72000;72000;532800;532800
QC;Brossard;J4W 1Z3;280800;300240;324000;463320
ON;Toronto;M5M 4B8;172800;172800;432000;432000
QC;Montréal;H3H 2K5;183600;288000;421200;510300
ON;Scarborough;M1P 2P5;264600;310320;340200;361440
QC;Montréal;H2R 1H2;324000;324000;280800;280800
AB;Airdrie;T4B 2V7;259200;275400;345600;361800
ON;Toronto;M5V 3M3;189000;229500;415800;456300
AB;Calgary;T2M 3N5;189000;193860;415800;420660
ON;Toronto;M5M 4A2;233100;281700;371700;443700
ON;Toronto;M4Y 1L1;151200;228959;453600;456840
QC;Westmount;H3Z 2B1;237600;363600;367200;399960
ON;North York;L4J 1A1;255600;255600;349200;349200
ON;Toronto;M4W 1H7;243000;289980;361800;408780
AB;Calgary;T2M 4C2;295200;295200;309600;309600
AB;Calgary;T2T 0A3;180000;188640;424800;456840
QC;Montréal;H2W 1Y3;149400;194220;455400;506340
ON;Toronto;M5H 3P5;189000;213300;415800;440100
QC;Saint-Laurent;H4L 2A1;325800;576900;279000;285480
QC;Montreal;H1S 2P3;226800;226800;378000;378000
ON;Toronto;M5R 3R2;108000;108000;496800;496800
ON;Toronto;M5B;259200;424620;345600;407700
QC;Laval;H7W 2P1;284400;284400;320400;320400
ON;Toronto;M2N 6Z4;248400;329760;356400;362160
ON;Toronto;M4E 2V8;252000;277920;352800;450000
ON;Toronto;M6P 3S9;97200;184680;507600;595080
AZ;Phoenix;85069;196200;214020;408600;434520
ON;Toronto;M5V 3V4;311400;325980;293400;343619
ON;Mississauga;L5B 1B6;378000;378000;226800;226800
AB;Calgary;T2S 1W7;286200;376380;318600;440640
ON;Toronto;M6J 2T6;122400;122400;482400;482400
QC;Montréal;H3K 1J1;200700;241290;404100;424800
QC;Montréal;H2W 2M5;251100;300780;353700;509940
AB;Calgary;T1Y 7J6;248400;313200;356400;406980
ON;Toronto;M6J 2W5;289800;301140;315000;326340
ON;Pickering;L1V 6M5;280800;284040;324000;327240
ON;Toronto;M6S 3R2;358200;358200;246600;246600
PA;Pittsburg;15215;275400;275400;329400;329400
ON;Toronto;M5G 1N8;190800;436319;414000;485550
QC;Laval;H7S 2N5;201600;298800;403200;412920
AB;Calgary;T2R;190800;310500;414000;506700
NC;Charlotte;28288;208800;360180;396000;466290
QC;Montréal;H3J 2L6;108000;108000;496800;496800
ON;Etobicoke;M9C 1A8;277200;394559;327600;394560
ON;Thornhill;L3T 5W5;207000;337859;397800;416970
ON;Pickering;L1V 4H7;288000;587160;316800;369900
AB;Calgary;T2L 2J8;253800;553350;351000;400500
ON;Port Credit;L5G 1H2;284400;284400;320400;320400
ON;TORONTO - FRONT ST (OT);M5V 3B7;273600;273600;331200;331200
AB;Calgary;T2M 1J2;106200;106200;498600;498600
AB;Calgary;T3H 0K3;237600;568080;367200;409320
ON;Richmond Hill;L4E 2W1;171000;171000;433800;433800
ON;Toronto;M5V 1Z4;290700;319770;314100;469350
AB;Calgary;T3J 0L7;289800;301140;315000;326340
ON;Toronto;M8X 1E9;220500;237780;384300;395460
QC;Montréal;H2W 1Y7;252000;380160;352800;464760
ON;Toronto;M3H 2S1;248400;251640;356400;359640
ON;Toronto;M2N 5N2;277200;328680;327600;393840
ON;Toronto;M4M 1G6;244800;309150;360000;446400
ON;Mississauga;L5J 1K5;229500;526050;375300;472500
ON;Scarborough;M1H 1B2;291600;420929;313200;324540
ON;Toronto;M6G 1K5;250200;468989;354600;419760
QC;Montréal;H2W 1J2;162000;162000;442800;442800
ON;Mississauga;L5M 6B1;291600;408960;313200;398699
ON;Mississauga;L5G 1H2;140400;159840;464400;483840
NC;Charlotte;28282;147600;160560;457200;525240
ON;Toronto;M4S 2A2;201600;284400;403200;488700
AZ;Scottsdale, AZ;85254;302400;302400;302400;302400
NV;Las Vegas;89143;243000;585990;361800;459135
QC;Montréal;H3G 1Z1;255600;383939;349200;533520
OH;Garfield Hts;44125;291600;362880;313200;384480
NC;Lowell;28098;221400;554039;383400;461700
QC;Montréal;H1V 1K4;110700;270044;494100;521100
AB;Calgary;T2H 0L3;216000;316440;388800;479160
ON;Vaughan;L4J 0A6;241200;354599;363600;402480
ON;Toronto;M6J 1E6;203400;328050;401400;502537
ON;Toronto;M4P 2J3;226800;315000;378000;468450
ON;Toronto;M5S 1K5;392400;392400;212400;212400
PA;Mc Murray;15317;228600;392039;376200;473760
QC;Montréal;H2Y 1V3;147600;207539;457200;473400
QC;Montréal;H2K 1V6;286200;286200;318600;318600
ON;Richmond Hill;L4E 0B8;356400;356400;248400;248400
AB;Calgary;T2R 0G9;190800;223200;414000;439920
ON;Whitby;L1N 1C4;301500;604800;303300;365400
ON;Toronto;M1S 3L6;275400;299700;329400;353700
QC;Montréal;H2T 1N6;205200;315360;399600;402840
ON;Toronto;M4S 3E2;176400;207539;428400;487080
ON;Richmond Hill;L4C 5G2;253800;339750;351000;389700
AB;Calgary;T2A 6K5;283500;313110;321300;360090
ON;Mississauga;L5N 4C4;342000;390600;262800;382679
ON;Toronto;M6R 2M4;190800;190800;414000;443160
QC;Dorval;H9S 2A8;214200;214200;390600;390600
AZ;Tempe;85280;183600;499680;421200;554400
ON;Mississauga;L5V 2K6;289800;289800;315000;315000
ON;Woodbridge;L4H 5Y3;277200;277200;327600;327600
QC;Pierrefonds;H8Y 2Y9;37800;37800;567000;567000
ON;Concord;L4K 5N1;230400;230400;374400;374400
ON;Toronto;M6G 3B4;261900;299970;342900;380970
QC;Greenfield Park;J4V 2Z5;284400;284400;320400;320400
PA;Rostraver;15012;108000;108000;496800;496800
ON;Toronto;M5V 1K1;268200;351450;336600;462150
QC;Saint-Laurent;H4R 1Y6;261900;384300;342900;408689
ON;Scarborough;M1R 2Y9;298800;298800;306000;306000
ON;Mississauga;L5T 1J4;149400;149400;455400;455400
ON;Toronto;M5B 1M1;182700;347130;422100;586530
ON;Toronto;M5A 1N1;202500;214650;402300;414450
QC;Pointe-Claire;H9R 4S3;335700;335700;269100;269100
ON;Toronto;M1L 2L6;162000;255960;442800;536760
QC;Montréal;H2Z 1K4;297000;298620;307800;309420
QC;Montréal;H2L 2J4;251100;355950;353700;467730
ON;Toronto;M8V 1B4;279000;279000;325800;325800
ON;Toronto;M5S 1B2;228600;233460;376200;381060
ON;Toronto;M9M 1A2;212400;250559;392400;420480
QC;Lasalle;H8N 2K3;207000;278280;397800;469080
QC;Kirkland;H9H 4M2;277200;277200;327600;327600
ON;Toronto;M9V 5C6;282600;282600;322200;322200
AB;Calgary;T2V 2X5;172800;259200;432000;460800
ON;Toronto;M6S 1N4;289800;474930;315000;423990
ON;Toronto;M4C 1J8;241200;343440;363600;468000
AB;Calgary;T2Y 1X7;248400;360720;356400;383040
ON;Scarborough;M1W 3T4;334800;334800;270000;270000
ON;Toronto;M6N 2Z9;90000;90000;514800;514800
ON;Mississauga;L5B 0E2;349200;361530;255600;326070
ON;Toronto;M4J 1L9;253800;407160;351000;396720
ON;Toronto;M6H 1M8;297000;553680;307800;422640
ON;Toronto;M6G 2N1;208800;208800;396000;396000
ON;Toronto;M3J 3A7;313200;313200;291600;291600
ON;Toronto;M5C 2H4;212400;270720;392400;424800
ON;North York;M6B 1W6;212400;212400;392400;392400
QC;Montréal;H2Y 1C7;240300;293580;364500;428310
ON;Newmarket;L3Y 2N7;291600;291600;313200;313200
ON;Toronto;M6J 1J6;216000;364139;388800;589680
AB;Calgary;T3M 0J1;248400;248400;356400;356400
ON;Toronto;M5T 1L2;212400;297900;392400;490500
ON;Toronto;M5E 1C2;190800;202679;414000;437940
ON;Toronto;M9N 1H4;379800;379800;225000;225000
QC;Montréal;H2T 1P6;315000;371700;289800;414539
PA;Hampton Township;15101;262800;520200;342000;467640
NV;Las Vegas;87101;604800;604800;0;0
ON;Toronto;M5R 2E1;252000;294120;352800;404640
ON;Toronto;M6A 2T3;235800;286740;369000;422100
NC;Mint Hill;28105;289800;289800;315000;315000
ON;Toronto;M1E 2N9;164700;164700;440100;440100
AB;Calgary;T2T 2B1;309600;338760;295200;447479
ON;Toronto;M5B 1L2;257400;467099;347400;452700
ON;Newmarket;L3Y 7B9;238500;315450;366300;443250
QC;Montréal;H3A 1T6;144000;279900;460800;500400
ON;Whitby;L1N 0B7;144000;144000;460800;460800
ON;Toronto;M9C 5H5;280800;352080;324000;384479
QC;Saint-Hubert;J4T 2M6;284400;284400;320400;320400
ON;Toronto;M6P 3T2;241200;241200;363600;405720
ON;Scarborough;M1S 3V5;309600;309600;295200;295200
ON;Toronto;M3H 2S4;277200;277200;327600;327600
ON;Scarborough;M1V 5N3;385200;385200;219600;219600
AB;Calgary;T2P 2B8;165600;220680;439200;443250
QC;Montréal;H2V 4H2;268200;354600;336600;491400
QC;Montréal;H1N 1E2;604800;604800;0;0
AZ;Scottsdale;;189000;246600;415800;458100
QC;Montréal;H2Z 1G6;187200;264960;417600;440280
NC;Charlotte;28223;201600;349019;403200;558720
ON;Toronto;M5V 1Y9;144000;144000;460800;460800
QC;Mont-Royal;H3P 3E5;352800;352800;252000;252000
ON;North York;M4A 2S8;280800;342720;324000;383400
ON;Toronto;M9B 6G8;266400;266400;338400;338400
ON;Vaughan;L4L 9T1;187200;187200;417600;417600
ON;Toronto;M4W 1J5;208800;348120;396000;511560
ON;Markham;L3R 0G3;205200;205200;399600;399600
ON;Toronto;M5M 3Y9;221400;258660;383400;420660
ON;Toronto;M5B 1B7;180000;199440;424800;428040
ON;Markham;L3T 7Y3;194400;326519;410400;461159
AZ;Gilbert;85206;284400;422279;320400;456119
ON;Woodbridge;L4L 9C3;271800;292860;333000;354060
ON;Toronto;M4X 1L4;315000;397620;289800;372420
ON;Toronto;M1N;99900;133110;504900;538110
AB;Rocky View;T0M 0E0;293400;324180;311400;342180
QC;Pointe-Claire;H9R 4Y2;345600;345600;259200;259200
AB;Calgary;T2M 4W7;225900;370890;378900;523890
ON;Ajax;L1S 6L9;180000;192960;424800;483120
QC;Montréal;H2S 2N1;212400;261000;392400;454770
ON;Richmond Hill;L4E 0K4;315900;391590;288900;387540
ON;Toronto;M4X 1R7;158400;158400;446400;446400
QC;Montréal;H3B 2Y5;201600;201600;403200;403200
QC;Montréal;H2W 1M2;378000;378000;226800;226800
ON;Toronto;M1P 2H5;216000;216000;388800;388800
ON;North York;M2K 2W2;197100;283499;407700;432900
ON;Thornhill;L4J 6W8;604800;604800;0;0
ON;Markham;L6G 0E3;271800;308880;333000;435600
QC;Verdun;H4G 3G2;352800;352800;252000;252000
AB;Calgary;T1Y;250200;341100;354600;416700
ON;Toronto;M6S 4W4;144000;159120;460800;542160
ON;Toronto;M5S 2H7;350100;453600;254700;480959
ON;Toronto;M5C 2W1;241200;339480;363600;474839
ON;Vaughan;L6A 3Y9;331200;350640;273600;293040
ON;Markham;L3R 2N2;238500;302400;366300;508680
AB;Calgary;T2P 0G7;225000;236340;379800;391140
QC;Montréal;H2T 1C2;349200;349200;255600;255600
ON;Mississauga;L4X 1M1;208800;256320;396000;460080
ON;Toronto;M1R 2Z4;234000;372239;370800;409680
QC;Laval;H7V 1K2;217800;280980;387000;450180
QC;Montréal;H1W 1R9;234000;295560;370800;393480
PA;canonsburg;15317;144000;144000;460800;460800
ON;Vaughan;L4K 5L2;239400;239400;365400;365400
AB;Calgary;T2M 3A4;192600;231840;412200;463680
QC;Montréal;H4R 1J9;267300;294030;337500;364230
ON;Toronto;M6G 2N4;172800;192240;432000;451440
ON;Toronto;M1X 1E6;234900;247050;369900;382050
ON;Toronto;M5B 0B4;291600;291600;313200;313200
ON;Toronto;M5R 2T1;189900;189900;414900;414900
ON;Richmond Hill;L4B 1G2;280800;322920;324000;366120
ON;Toronto;M9M;334800;398340;270000;350370
QC;Varennes;J3X 1P7;39600;39600;565200;565200
ON;Toronto;M5J 2V1;180000;180000;424800;424800
QC;Montréal;H1Y 1X5;97200;97200;507600;507600
ON;Brampton;L6T 4X2;352800;398160;252000;297360
ON;Toronto;M5A 1J5;216000;284040;388800;395280
ON;Toronto;M3J 2V6;218700;235710;386100;403110
ON;Toronto;M6P 1Z4;196200;264780;408600;504000
ON;Toronto;M6M 2L7;144000;144000;460800;460800
ON;Toronto;M4J 1N3;153000;153000;451800;451800
ON;Toronto;M6C 1C1;170100;172530;434700;437130
ON;Woodbridge;L4L 0A2;169200;237240;435600;471240
AB;Calgary;T3J 4X5;264600;264600;340200;340200
QC;Montréal;H2Y 1S1;179100;263250;425700;491490
ON;Toronto;M5V 1G4;144000;144000;460800;460800
ON;Toronto;M4G 3E7;237600;237600;367200;367200
NC;Indian Trail;28104;226800;547920;378000;427680
ON;Mississauga;L5A 4K3;283500;321930;321300;327600
ON;North York;M3A 1Z5;277200;377639;327600;384300
ON;Scarborough;M1J 2H6;223200;249120;381600;443160
AB;Calgary;T2P 1C4;338400;338400;266400;276120
ON;North York;M2H 3N3;313200;378180;291600;341280
AB;Calgary;T3B 0B2;208800;232380;396000;424170
ON;Toronto;M6G 2L7;172800;279360;432000;483840
ON;Toronto;M3J 2X2;230400;230400;374400;374400
ON;Woodbridge;L4L 9P1;187200;279720;417600;429840
QC;Laval;H7S 2J7;237600;261180;367200;461159
QC;Montréal;H2V 2A1;352800;352800;252000;252000
QC;Laval;H7M 2P4;194400;194400;410400;410400
ON;Mississauga;L5N 0B1;239400;336600;365400;430650
OH;Cleveland Heights;44121;270000;393839;334800;398340
ON;Scarborough;M1M 1R9;491160;491160;113640;113640
AB;Calgary;T3J 5H6;213300;235170;391500;413370
ON;Toronto;M5A 1R2;190800;223200;414000;439920
AB;Calgary;T2E 3K5;247950;331155;356850;439290
ON;Markham;L3R 0A7;302400;328860;302400;384839
PA;Mt Lebanon;15228;237600;301140;367200;439200
ON;Bolton;L7E 1M4;167400;167400;437400;437400
ON;Mississauga;L5T 2H9;225000;225000;379800;379800
ON;Toronto;M5V 1C1;241200;260640;363600;415440
ON;Brampton;L6W 3J7;172800;172800;432000;432000
ON;Mississauga;L4W 1P9;201600;201600;403200;403200
AB;Calgary;T2E 7K1;108000;108000;496800;496800
PA;Pittsburgh;15289;169200;289800;435600;513900
ON;Toronto;M5H 2S8;189000;242279;415800;439200
ON;Toronto;M1V 4Y5;129600;129600;475200;475200
ON;Richmond Hill;L4B 1J8;234000;318240;370800;406440
ON;Aurora;L4G 0K7;248400;271080;356400;379080
WI;Madison;53774;219600;294120;385200;453240
AZ;Scottsdale;92008;86400;86400;518400;518400
QC;Verdun;H4H 1M9;133200;133200;471600;471600
ON;Mississauga;L5L 5Z5;403200;403200;201600;201600
AB;Calgary;T2E 2M1;284400;378360;320400;414360
PA;McKeesport;15131;270000;408959;334800;501299
AB;Calgary;T2N 2J2;180000;287819;424800;462240
ON;Brampton;L6W 1T2;251100;285930;353700;388530
ON;Toronto;M6R 1M3;269100;287730;335700;354330
AB;Calgary;T3J 5H3;264600;326160;340200;381870
ON;Toronto;M1K 2K5;205200;205200;399600;399600
NV;Las Vegas;89081;199800;498239;405000;440640
QC;Montréal;H3W 1X4;153000;258299;451800;476100
ON;Toronto;M6A 1V2;216900;273420;387900;433710
ON;Toronto;M4X 1P8;172800;297000;432000;494100
ON;Toronto;M6P 4A9;265500;362250;339300;488700
ON;North York;M1L 4R9;194400;194400;410400;410400
AB;Calgary;T2G 5N5;210600;218700;394200;424980
ON;Toronto;M6H 1A4;232200;345689;372600;431460
ON;Toronto;M4K 1P1;271800;317520;333000;465120
ON;Toronto;M8V 1C5;268200;355680;336600;419040
ON;Toronto;M2K 2W1;237600;409319;367200;451440
ON;Toronto;M4H 3Y2;216000;216000;388800;388800
QC;Montréal;H4P 2H2;259200;570240;345600;382860
ON;Vaughan;L4J 7Y2;277200;277200;327600;327600
ON;Toronto;M4K 1N1;262800;388845;342000;456300
NC;Charlotte;28027;263700;267750;341100;345150
OH;Sheffield Lake;44054;234000;491400;370800;450000
ON;Brampton;L6V 1B9;255600;289800;349200;383400
NV;Las Vegas;89124;322200;534239;282600;367200
QC;Pierrefonds;H8Y 3C9;604800;604800;0;0
PA;Pittsburgh;15106;302400;604800;302400;447839
ON;Toronto;M5G 1Z3;253800;352440;351000;375840
ON;North York;M3C 1Y9;360000;360000;244800;244800
ON;Toronto;M5R 2E2;144000;208799;460800;460800
QC;Montréal;H1Y 1X1;367200;367200;237600;237600
OH;cleveland warrensville bedford;44128;277200;277200;327600;327600
AZ;Apache Junction;85120;234000;518400;370800;448200
ON;Bolton;L7E 1C1;291600;291600;313200;313200
QC;Montréal;H3B 5K4;230400;274320;374400;390960
QC;Verdun;H4G 2L9;230400;230400;374400;374400
QC;Saint-Lambert;J4P;198000;259560;406800;468360
ON;Toronto;M5R 2E5;208800;208800;396000;396000
QC;Montréal;H2Y 2C6;255600;309060;349200;504720
QC;Montréal;H4V 1S9;244800;296640;360000;366480
QC;Montréal;H2R 1L4;216000;216000;388800;388800
ON;Toronto;M5V 3P1;155700;239849;449100;487350
OH;Norton;44203;230400;499679;374400;450000
QC;Montréal;H3A 1Z4;147600;180000;457200;489600
AB;Calgary;T2J 0N3;283500;336600;321300;416700
QC;Montréal;H3S 1R7;302400;302400;302400;302400
QC;Boucherville;J4B 5L2;259200;312660;345600;397440
ON;Toronto;M5A 3A3;219600;316439;385200;431640
ON;Toronto;M5L 1G4;224100;224100;380700;380700
OH;Bainbridge Township;44023;316800;342720;288000;313920
ON;Etobicoke;M8Y 2R1;352800;352800;252000;252000
OH;Willoughby Hills;44092;291600;391927;313200;455265
ON;Brooklin;L1M 1B4;136800;136800;468000;468000
ON;Toronto;M4W 2H2;241200;303952;363600;499499
QC;Montréal;H2H 1A2;194400;194400;410400;410400
ON;Woodbridge;L4L 8L9;171000;171000;433800;433800
AB;Calgary;T2C 2N5;217800;269325;387000;459179
ON;Mississauga;L5R 1Y3;255600;295920;349200;416880
ON;Markham;L6E 0N1;241200;322199;363600;379800
QC;Montréal;H4T 1M8;255600;255600;349200;349200
AB;Calgary;T3E;219600;219600;385200;385200
QC;Montréal;H2J 1H2;352800;352800;252000;252000
AB;Calgary;T2G 4R1;201600;227520;403200;429120
ON;North York;M6A 2E6;187200;187200;417600;417600
QC;Montréal;H2P 1T1;289800;329940;315000;361260
QC;Greenfield Park;J4V 2H6;281700;342450;323100;383850
ON;Newmarket;L3Y 8C3;162000;162000;442800;442800
AB;Calgary;T1Y 7A8;324000;382320;280800;339120
ON;Richmond Hill;L4C 3C2;252000;258480;352800;401040
ON;Toronto;M6E 1B9;216000;230400;388800;494640
ON;Toronto;M6K 1L8;275400;296460;329400;496260
PA;Elizabeth;15037;221400;354015;383400;477945
WI;Marshall;53559;480600;592380;124200;235980
ON;North York;M6A 3B2;181800;337139;423000;526320
QC;Montreal;H3B 4X4;280800;280800;324000;324000
ON;Mississauga;L5C 3T6;270000;270000;334800;334800
AZ;Goodyear;85394;311400;311400;293400;293400
AB;Calgary;T2H 2E2;201600;201600;403200;403200
ON;Mississauga;L4Z 1Y6;153000;153000;451800;451800
QC;Montréal;H3B 3Y5;367200;467640;237600;338040
AZ;Gilbert;85236;216000;387000;388800;451800
ON;Mississauga;L4V 1V5;317700;318510;287100;287910
ON;Thornhill;L3T 0C7;201600;338940;403200;429390
ON;Pickering;L1V 1A8;273600;457469;331200;360450
AB;Calgary;T2J 7C4;243000;323820;361800;449460
ON;Toronto;M4Y;294300;382590;310500;357300
AB;Calgary;T2S 0H5;252000;252000;352800;352800
AB;Calgary;T2S 2V1;212400;244800;392400;424800
QC;Montréal;H2V 4G7;144000;327239;460800;519300
ON;Whitchurch-Stouffville;L4A 0Y2;232200;232200;372600;372600
ON;Bradford;L3Z 2B3;234000;234000;370800;370800
ON;Richmond Hill;L4E 3L2;604800;604800;0;0
ON;Toronto;M4W 2G8;255600;322019;349200;373860
PA;Mcknight;15237;284400;284400;320400;320400
QC;Montréal;H2X 2V7;244800;527039;360000;514440
ON;Toronto;M1S 3V4;190800;190800;414000;414000
ON;Toronto;M5V 2A9;248400;336645;356400;467145
OH;Sheffield Village;44035;313200;441720;291600;438480
AB;Calgary;T2K 5X8;247500;312300;357300;552600
QC;St-Bruno-de-Montarville;J3V 5J5;315000;315000;289800;289800
ON;Toronto;M4E 1E6;216000;527759;388800;457200
AB;Calgary;T3B 0E7;284400;358920;320400;394920
